Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6,Distance7,Beta7,Phi7,Fermi_contact7,Distance8,Beta8,Phi8,Fermi_contact8,Distance9,Beta9,Phi9,Fermi_contact9,Distance10,Beta10,Phi10,Fermi_contact10,Distance11,Beta11,Phi11,Fermi_contact11,Distance12,Beta12,Phi12,Fermi_contact12
3.9177,0.60076,-2.3697,0.11171,5.8214,0.7755,-2.7699,-0.00363,5.8469,-0.45677,-2.6999,0.00365,8.0753,-0.34745,-2.535,0.00037,6.3062,-0.98803,0.23911,0.01918,5.773,-0.97709,1.0171,0.04722,4.1407,-0.35879,-1.7117,0.07379,5.8062,-0.73098,-1.8632,0.00453,6.1679,0.18022,-0.51472,0.00108,4.1537,-0.16466,-0.5906,-0.04521,5.5753,0.83679,-0.17273,0.05804,6.847,0.57077,0.12628,0.01934
3.7208,0.77353,-2.3147,0.25923,5.5938,0.64683,-2.776,3e-05,6.5877,-0.21122,2.2719,-0.05928,7.5816,-0.51872,2.3773,-0.00318,5.7512,-0.61283,-2.886,0.01629,7.8846,-0.45449,-2.739,0.00043,5.9528,-0.85576,0.3233,0.01656,5.8694,-1.1316,0.93164,0.0352,3.9329,-0.64669,-2.0483,0.38348,5.5571,-1.0193,-1.7239,0.00857,6.0619,0.18681,-0.61134,-0.00657,4.3298,-0.13904,-0.73256,-0.03439
4.7719,1.1966,-2.1351,0.0423,6.5835,1.1282,-2.9668,-0.00034,4.8268,-0.1111,-2.5026,-0.00049,7.2274,0.036154,-2.432,-0.00026,5.7559,-1.0151,0.24015,-0.00131,4.4581,-1.298,1.0675,0.03172,3.2127,-0.010367,-1.5627,-0.28216,4.2248,-0.55605,-1.2515,0.00107,6.8256,0.30888,-0.46998,0.00322,4.3387,0.41504,-0.44731,-0.01544,7.1328,-0.63963,-2.8701,-8e-05,5.4789,-0.93205,-2.6635,-0.00194
4.828,1.2085,-1.4153,-0.00279,5.0051,1.3381,2.7728,0.00759,4.4505,0.1615,-2.3445,0.00472,6.2556,0.46289,-2.2397,-0.00046,5.8297,-1.3324,0.84836,0.01633,3.9382,-1.2385,2.1981,0.02233,3.9241,-0.039639,-1.528,-0.04171,3.3301,-0.75809,-1.4444,2.3287,8.7947,-0.60374,2.107,-0.00243,6.5281,-0.53061,1.956,-0.01257,6.2944,-0.33425,-2.9474,0.00572,5.3595,-0.70443,-2.7708,0.00223
4.9754,0.90321,-1.1987,0.01843,4.7935,1.3929,-1.7158,0.02835,7.2244,0.20952,2.5267,0.00503,6.7474,-0.081982,2.7396,-0.00298,4.1874,0.075255,-2.2177,-0.02378,5.7977,0.39124,-1.9393,-0.00045,6.1179,-1.2211,0.98592,0.0088,5.3808,-1.2443,2.3102,0.04358,4.1252,-0.22571,-1.2489,-0.01918,3.3648,-0.87406,-1.3607,2.4262,6.1041,-0.28414,-2.8023,0.00886,4.4872,-0.66286,-2.7094,0.03008
6.6722,0.35671,2.5613,0.01727,6.7998,0.073916,2.8227,-0.00321,4.5265,0.27251,-1.9122,0.00396,6.88,0.3574,-1.7521,-5e-05,5.7955,-1.2996,0.58673,0.02608,5.5042,-1.3476,3.0474,0.0095,3.2352,-0.021474,-0.83629,-0.2722,3.3534,-0.66098,-1.2933,1.6341,7.2024,-0.5569,2.4743,-0.00433,6.4528,-0.5751,2.0508,-0.00678,5.7359,-0.093342,-2.5722,0.00236,4.7737,-0.53766,-2.3991,-0.00744
6.9349,-0.33217,1.1121,-0.02342,8.5578,-0.36395,1.3656,-6e-05,4.4078,0.49334,-1.7175,0.02408,6.9128,0.54883,-1.714,0.00307,5.77,-1.0251,0.19552,0.01211,4.1551,-1.4348,-0.027969,0.01756,4.2898,0.29868,-0.62761,0.00307,4.0168,-0.24949,-0.94102,-0.01293,6.8562,-0.83179,2.4978,0.01376,5.5926,-0.88376,1.9568,0.13167,5.4347,-0.18489,-2.3336,-0.00172,4.2356,-0.58811,-2.1144,0.05975
6.9254,-0.39657,1.1072,-0.01327,8.4416,-0.54526,1.3631,-6e-05,3.9904,0.75745,-1.9117,0.19681,6.4003,0.88921,-1.919,0.01532,4.7223,-1.2812,0.69853,0.01839,3.2754,-1.1396,-0.91167,0.04784,3.8845,0.47275,-0.45631,0.22818,3.9889,-0.0039634,-0.872,-0.03002,7.4209,-0.78929,2.4618,0.00175,5.8715,-0.98434,2.0755,0.0143,5.2405,0.017802,-2.4676,-0.00105,3.8335,-0.42943,-2.4827,-0.08592
3.4536,0.49914,-2.1755,0.43399,5.3252,0.806,-1.8882,-0.00532,5.3083,-1.2326,0.86868,0.04376,4.1061,-1.2787,-0.86183,-0.11123,3.4551,0.30164,-0.84064,-0.13149,5.0621,-0.11579,-1.1134,-0.00255,6.0356,-0.13412,-2.5769,0.00068,5.2534,-0.56146,-2.6619,0.00162,6.6842,0.93512,2.094,0.04014,7.5646,0.59354,2.0947,-0.00043,6.4292,-0.44552,-0.011053,0.02195,8.9659,-0.40447,-0.051512,0.0015
3.5851,0.53538,-2.215,0.35744,4.6009,0.8769,-1.5198,0.05167,5.1875,-1.3266,1.1924,0.12894,4.3927,-1.2898,-1.6108,-0.07261,4.0784,0.12811,-0.78088,-0.02401,5.585,-0.14856,-1.1195,-0.0012,6.9569,0.020612,-2.5442,0.00099,5.3721,-0.3227,-2.5535,0.00232,6.2558,0.86459,1.8119,-0.00753,7.6187,0.56912,1.8125,-0.00015,5.4987,-0.51308,-0.11927,0.06232,8.0445,-0.55189,-0.098701,0.00392
4.0557,0.87577,-2.1974,0.46144,4.9507,0.80832,-1.4369,0.02166,3.8716,-1.3011,2.3701,0.33787,3.4654,-0.94823,-2.1712,0.36141,4.1381,0.18584,-0.86055,0.01775,6.0357,0.092324,-1.1713,0.00397,7.4108,0.38881,-2.5498,0.00023,5.5954,0.16072,-2.6679,0.00241,6.2076,0.81402,2.7939,0.39934,8.39,0.85355,3.059,0.03482,5.3559,-0.47098,-0.31586,0.02154,7.8678,-0.45761,-0.35929,0.0029
6.6636,0.40887,2.4469,0.06287,6,0.071908,2.6539,-0.04813,3.5463,0.24345,-2.2844,-0.17734,4.2813,0.4079,-1.6403,0.05409,4.9209,-1.2587,1.1757,0.22397,4.5477,-1.3562,-1.8385,0.01784,4.6771,-0.25676,-0.77113,-0.01165,6.9501,-0.22653,-0.953,-0.00152,6.7806,-0.16986,-2.4446,0.00137,5.9177,-0.49562,-2.6009,0.00077,5.7079,0.55814,-3.0422,0.0406,7.8276,0.54849,-2.8903,0.00181
5.522,0.92551,0.29693,0.24871,7.5936,1.0588,-0.016836,0.02379,7.722,0.3562,2.3714,-0.0023,6.612,0.1162,2.5879,0.03984,3.7501,0.20635,-2.5079,0.07749,4.3312,0.29505,-1.8536,0.06077,5.1967,-1.2081,1.3922,0.07572,4.5938,-1.387,-1.8094,0.01727,4.6648,-0.39484,-0.70146,0.00145,6.6329,-0.31107,-1.0051,-0.00016,7.6964,-0.32061,-2.676,0.001,5.6973,-0.54866,-2.6925,0.01705
8.3361,0.41201,2.3081,-0.00136,6.9886,0.2484,2.5463,0.04177,4.7458,0.57911,-2.521,-0.00996,4.637,0.67306,-1.8714,0.03808,4.1261,-1.1658,1.9628,1.4245,4.187,-1.1789,-2.5158,0.04929,4.1044,-0.36675,-1.0626,0.00777,6.5005,-0.18974,-1.1264,0.00265,6.9505,-0.077935,-2.7159,0.00036,5.8032,-0.45622,-2.749,0.02353,6.7921,1.0879,-3.1154,0.01034,5.9156,1.2618,2.2431,0.06337
5.8189,-0.71983,-1.9081,-0.00043,6.9235,-0.38763,-2.0629,-3e-05,3.9539,0.38439,-2.3972,-0.05575,3.5237,0.49712,-1.6455,0.96524,4.9503,-1.003,1.3694,0.32499,4.3097,-1.3903,2.6119,-0.12693,3.8512,-0.50756,-1.0483,0.06119,6.2922,-0.34379,-1.0492,0.00673,6.4946,-0.25903,-2.6855,0.0009,5.3114,-0.64282,-2.7024,0.00932,8.2755,0.74159,1.6375,-0.00219,5.7073,0.81341,1.6659,-0.02338
5.4254,0.95977,-0.91925,-0.00301,4.9456,0.46704,-0.94582,0.00304,4.1441,0.082495,-2.4236,-0.00149,4.0399,0.2886,-1.8121,0.13007,7.1119,-0.81331,2.6837,0.00093,8.3808,-1.0433,2.3616,0.0004,5.1798,-1.0304,1.4731,0.11775,3.9783,-1.4052,0.39522,-0.26027,3.6943,-0.34862,-0.83178,0.00829,6.0321,-0.39797,-1.0024,-0.00357,6.5188,-0.40381,-2.7931,0.00103,5.0095,-0.74242,-2.8175,0.00968
8.5553,0.37251,2.1713,0.00144,6.7173,0.47587,2.3844,-0.00379,4.3485,0.27423,-2.6316,-0.02672,3.5649,0.20776,-2.0293,0.22531,5.0479,-1.1257,2.0446,0.1253,4.1833,-1.4596,-1.6767,-0.07685,3.4837,-0.50026,-0.89866,0.09853,5.7939,-0.52364,-1.1959,-0.00587,6.8764,-0.31823,-2.932,0.0064,5.3883,-0.63126,-3.0918,0.16049,6.7621,0.93608,-2.8489,0.00447,5.4979,1.3052,-2.7378,0.00577
7.3278,1.1209,-1.2662,0.00283,5.0808,0.93085,-1.2778,0.01547,5.6272,0.30886,-2.8349,-0.00028,3.8956,0.43887,-2.4419,0.17185,7.1711,-0.75729,2.5047,0.00102,8.491,-0.93674,2.1705,0.00077,4.641,-1.1994,2.0291,0.21647,4.2025,-1.1951,-2.4604,0.03083,3.1649,-0.45397,-0.91579,0.09672,4.8616,-0.19621,-1.3422,-0.00382,7.155,-0.32391,-2.9291,0.0013,5.7962,-0.62511,-3.1052,0.02821
6.6586,0.86807,-1.1136,0.00032,5.2061,0.48427,-1.0772,0.00249,5.2298,0.062572,-2.6863,-0.00181,3.4419,0.035442,-2.2172,-0.27776,6.9467,-0.74652,2.2432,0.00087,8.9022,-0.87876,2.0255,0.00072,4.6209,-1.1319,1.5208,1.6896,4.6608,-1.4578,-1.5321,-0.05312,3.7414,-0.62801,-0.84072,0.20447,5.5494,-0.42086,-1.1989,-0.00733,7.444,-0.46668,-2.889,0.00232,5.9115,-0.63508,3.0931,0.06601
4.9567,0.45801,-2.8472,0.00899,3.6409,0.53891,-2.2554,0.46249,7.3151,-0.57476,2.4128,0.00037,8.2705,-0.87991,2.4698,0.00074,4.0275,-1.1938,1.9502,3.4661,3.7252,-1.1979,-2.2032,-0.0261,3.583,-0.31277,-1.1836,0.05748,6.1134,-0.19638,-1.2671,0.01376,7.6973,-0.065574,-3.1031,0.00085,6.0189,-0.29722,3.0465,0.01074,5.9121,1.2234,-3.0113,0.02712,5.1764,1.2535,1.8401,0.30034
4.7029,0.44975,-2.6982,-0.0189,3.6322,0.3591,-2.1207,0.70529,4.5057,-1.2274,1.7339,0.14298,3.747,-1.3168,-1.5322,0.35474,5.3231,-0.36872,-1.5328,0.00124,7.386,-0.35839,-1.2755,0,5.5189,0.062928,-0.4529,0.0018,4.927,0.48337,-0.23863,0.02341,6.2337,1.2569,-2.4685,-0.00311,5.0931,1.3038,2.3042,0.02822,5.9344,-0.84706,-0.35957,0.00867,7.7814,-0.61978,-0.5527,0.00147
7.7999,-0.089396,0.84972,-0.00265,7.1358,-0.25441,1.1437,-0.00536,4.9652,0.49761,-2.614,2e-05,3.6577,0.2464,-2.1164,-0.14248,4.7456,-1.0899,1.6664,1.2065,4.0136,-1.3501,-2.6716,-0.40669,5.6783,0.057681,-0.45695,0.00249,5.89,0.48156,-0.28648,0.00478,6.7506,1.224,-2.0019,0.00062,5.0018,1.3643,3.0955,0.00121,4.8941,-0.72268,-0.29531,0.07697,6.8732,-0.62215,-0.57852,0.00663
4.8847,0.72434,-2.6217,-0.00358,3.9308,0.34288,-2.1513,0.07327,6.2268,-0.46777,2.6733,0.00045,6.9654,-0.82662,2.7238,-0.00101,4.3259,-1.2068,0.83351,0.51625,3.8941,-1.3093,-2.4846,-0.13198,4.8609,-0.066604,-1.4219,-0.00149,7.0911,-0.21571,-1.2781,-0.00072,7.8135,0.14563,-2.947,0.00481,5.5844,-0.017364,-3.0684,0.02224,4.9454,-0.572,-0.53718,-0.00629,7.1201,-0.3131,-0.53885,-0.00065
6.7801,-0.35126,0.9238,-0.01828,6.4029,-0.67025,1.1737,0.00393,4.3412,0.66724,-2.1686,0.08399,3.879,0.035119,-2.2907,-0.16886,5.2446,-1.3471,1.9499,0.02467,4.1822,-1.1658,-2.6591,-0.05357,4.6528,-0.3166,-1.4606,0.02011,6.9962,-0.21222,-1.3306,0.00296,4.5427,0.26692,-0.44928,0.00296,5.5477,0.15632,0.037611,-0.02273,5.7831,-0.96909,-0.46996,-0.00088,7.0855,-0.63364,-0.45317,1e-05
6.8434,-0.52743,0.89072,0.00474,5.9349,-0.85576,1.0922,0.02545,4.863,0.6337,-2.1508,0.01414,3.8404,0.13257,-2.2377,-0.00796,5.13,-1.3356,-2.9605,-0.0087,4.25,-0.96896,-1.9767,0.21628,7.5292,-0.097377,2.1855,-0.00766,7.1699,-0.38067,2.0023,0.01023,4.8649,0.49384,-0.29014,-0.01857,6.1629,0.37555,0.12863,0.03537,6.3389,1.3263,-1.9451,-0.00295,4.4028,1.3885,-0.36222,-0.0586
7.2268,-0.64126,0.89238,0.00418,5.5826,-0.92184,1.1626,0.13623,4.7299,0.43694,-2.3389,-0.00508,3.2571,-0.11737,-2.3268,-0.58209,5.9289,-1.2532,-2.5729,-0.00071,5.4351,-0.94521,-1.771,0.00624,4.9088,0.51151,-0.34086,-0.02979,6.2573,0.43808,0.084027,0.05818,5.9829,1.2259,-2.2726,-0.00195,4.0162,1.2224,-1.2294,0.26978,5.2195,-0.84961,-0.64494,-0.00418,6.1011,-0.43486,-0.52807,0.00032
6.8111,-0.60176,1.0926,-0.00931,6.3434,-0.93262,1.355,0.02505,4.3412,0.073221,-2.5086,-0.03672,4.6679,-0.46176,-2.2879,0.00014,5.9596,-1.2473,3.1157,0.0079,6.0119,-1.1198,-1.9859,-0.00033,4.1516,0.33581,-0.57743,-0.03653,5.5361,0.44784,-0.11301,0.07398,5.8845,1.0892,-2.515,-0.00254,4.2739,1.4755,-2.9706,0.02297,4.7781,-0.9645,-0.46743,-0.00795,5.8681,-0.52659,-0.52282,-0.00068
7.049,-0.51884,1.3172,0.00897,5.86,-0.81622,1.5407,0.05135,4.0513,-0.11438,-2.4239,-0.08961,4.3434,-0.71876,-2.4825,0.02508,5.358,-1.195,2.6487,0.006,6.3962,-1.4257,-2.2361,-0.00025,4.3267,-0.4964,-1.3998,0.0842,6.6275,-0.66081,-1.442,0.01111,4.3667,0.079166,-0.65392,-0.01162,5.1903,0.44904,-0.27794,0.02274,5.6127,1.1159,-2.6436,0.00036,4.7237,1.5675,2.9907,-0.04215
7.3427,-0.58316,1.4681,0.00704,5.8116,-0.87823,1.6527,0.09706,3.7336,-0.28342,-2.0574,0.15723,3.8863,-0.9369,-1.9887,-0.16501,4.2924,-0.52943,-0.85102,-0.02428,6.6608,-0.71288,-0.97265,-0.00563,4.4169,1.1442,-2.7079,0.00126,4.7092,1.4241,-0.16665,-0.01251,7.0871,0.28851,-2.9651,0.00483,5.3308,-0.037018,-2.9457,0.0208,6.3273,-0.9333,0.38782,0.00709,7.1981,-0.59492,0.19582,0.01945
7.1334,-0.63617,1.6534,0.00855,5.5487,-0.91627,1.8557,0.05067,3.5353,0.055961,-1.9257,-0.21537,4.3255,-0.57005,-1.8249,0.0481,8.201,-0.7271,2.8073,-0.00055,6.7977,-0.456,2.737,-0.00982,4.3535,-0.42724,-0.78594,-0.01696,6.3143,-0.7201,-0.66912,0.0013,4.4698,1.2425,-2.1812,-0.0244,5.6465,1.4242,0.38711,-0.00702,7.2059,0.45896,-2.8032,-0.00119,4.8636,0.3432,-2.7437,0.01572
6.3289,-0.62204,1.5872,-0.00357,4.8542,-0.99688,1.5168,0.90187,3.8288,0.34339,-1.7329,0.19581,4.2835,-0.24826,-1.9329,0.00535,5.7549,-1.3873,-2.7058,-0.00123,7.0695,-1.2054,-1.3727,-0.00019,7.1738,-0.29346,-2.7068,0.00293,5.5443,-0.58967,-2.7781,0.00331,4.1615,1.3968,-0.93542,0.08579,6.6475,1.4326,-0.32971,0.02028,6.9605,0.68173,-2.712,0.00453,4.4807,0.60973,-2.8082,-0.01933
6.7085,-0.55273,1.5195,-0.00509,6.1201,-0.93125,1.3959,0.02897,3.7783,0.1121,-1.8181,-0.06872,3.9396,-0.41956,-2.2104,0.13425,3.8102,-0.61565,-0.94108,0.19986,6.0136,-0.79577,-0.66356,-0.00581,7.6891,-0.50975,-2.9966,0.0115,5.4916,-0.67634,-3.1261,0.08736,3.6565,1.3065,-1.9884,0.31526,6.0507,1.3836,-2.2525,0.07497,7.4124,0.4468,-2.7668,0.00397,5.1278,0.2857,-2.8249,-0.00263
6.3967,-0.6298,1.6879,0.02229,6.5906,-1.0262,1.8012,0.00832,3.9901,0.48042,-1.9351,0.25666,4.7264,0.039816,-2.2874,-0.00589,3.7075,-0.56198,-1.3854,0.27258,5.7546,-0.84591,-1.1206,0.01098,4.3519,1.4262,-1.6598,0.00536,6.8443,1.4779,-2.0274,0.01236,7.3591,0.82606,-2.8951,0.01849,5.1082,0.64054,-2.9622,0.03072,6.044,-0.99765,0.043218,0.01871,7.4776,-0.71831,0.30615,0.00363
6.2022,-0.81646,1.8166,0.02144,6.5539,-0.98794,2.3811,0.01077,4.4108,0.94964,-1.9407,0.16989,4.2909,0.4664,-2.4003,-0.01472,8.6521,-0.35414,2.5964,-0.00397,6.8855,-0.092845,2.6472,-0.00703,3.3687,-0.44942,-1.418,0.88723,5.7549,-0.53972,-1.4975,0.17798,4.7972,1.223,0.78946,-0.00272,7.2568,1.3071,0.76268,0.00012,5.3671,-1.1981,-0.43256,0.00608,7.085,-0.9313,-0.074579,0.00154
6.271,-0.93202,1.7404,0.00352,7.1578,-1.0727,2.3168,0.00903,4.5549,1.186,-2.3949,0.00579,4.0563,0.62597,-2.4523,0.06036,6.1714,-0.71011,-2.97,0.04397,5.7299,-0.92328,-2.4383,-0.00209,4.242,-0.25131,-1.618,0.07376,6.717,-0.282,-1.7058,0.00998,5.1738,0.013123,-0.49773,-0.00734,5.427,-0.0044057,-0.029449,-0.01756,4.0783,-1.0546,-0.8547,-0.0817,5.9235,-0.8474,-0.36978,-0.00444
5.6856,-0.80264,0.73999,0.06176,7.3132,-1.0928,0.84383,0.00248,4.9663,1.2777,-2.8616,-0.01062,4.5644,0.78678,-2.389,0.10414,5.4702,-0.54601,-2.9138,0.05851,6.486,-0.60795,-2.4475,-5e-05,4.704,-0.040979,-0.56205,-0.00933,5.8295,0.032701,-0.13845,0.00194,8.4929,0.37871,2.9383,-0.00012,6.3579,0.2845,3.1385,-0.00022,3.8442,-0.78006,-1.431,0.54843,4.7096,-1.199,-0.62797,-0.02162
6.8878,-0.82096,0.99253,0.02038,7.823,-1.1387,1.0307,0.00059,6.807,-0.61009,1.9387,-0.00281,6.2878,-0.71749,2.4085,0.01832,3.8623,1.1647,-2.2158,0.13885,3.3758,0.47664,-2.4434,-0.08538,5.0674,-0.64507,-0.74266,-0.00487,6.3364,-0.38437,-0.37439,0.00516,7.6652,0.46159,2.9081,0.0155,5.682,0.2748,3.074,-0.01377,3.7641,-1.1045,-2.3274,-0.1708,6.0228,-1.2838,-2.8091,0.01338
7.0355,-0.63996,2.0897,0.00413,5.9769,-0.6873,2.5385,0.05839,3.614,1.0127,-1.5796,0.76392,3.8641,0.44981,-2.076,0.16465,6.673,-0.38647,-3.0219,0.00653,7.9251,-0.52199,-2.7134,0.00124,7.7336,0.46412,3.1153,-0.00112,5.8848,0.25057,-3.0335,0.00196,7.202,1.2578,-2.2818,0.0003,6.339,1.1806,2.9427,0.03257,3.6921,-1.1193,-2.1983,0.18034,6.0179,-1.2015,-2.7546,0.01668
6.8523,-0.70426,2.2391,0.00237,6.0644,-0.80041,2.7492,0.04042,3.9238,1.0042,-1.4805,0.15761,3.4935,0.30114,-1.6867,0.09374,6.4169,-0.42777,-2.6345,0.00127,8.3324,-0.62438,-2.5349,0.00025,3.8209,-1.0049,-1.6066,0.27617,5.663,-1.3395,-2.1293,-0.00178,5.8042,-0.68921,0.53927,0.04577,7.8199,-0.51466,0.34978,0.0122,7.2564,0.102,0.10634,0.00437,5.6313,0.40693,0.17377,0.1506
6.2923,-0.73576,2.1566,-0.00209,7.0024,-0.68875,2.6494,0.00122,4.0605,0.79754,-1.1976,0.09463,3.5363,0.14146,-1.2454,-0.05152,5.5458,-0.54874,-2.525,0.00065,7.9132,-0.6942,-2.4856,2e-05,7.3675,0.24919,-3.0513,-0.00077,5.2074,0.28787,-2.8362,0.00427,6.5421,1.1962,-2.0835,0.00528,5.1393,1.0627,-2.8952,0.01346,3.8461,-1.0314,-1.4903,0.24581,5.4229,-1.3342,-2.3936,-0.00786
6.2571,-0.79796,2.2378,-0.00248,7.8015,-0.80178,2.6575,0.00245,3.2532,0.70152,-1.1332,1.0297,4.5994,0.22834,-1.4546,0.03803,5.8418,-0.76056,-0.28597,0.01299,7.1568,-0.55282,0.062368,0.00162,7.0936,0.19544,-3.0529,0.00662,4.8313,0.10091,-2.8613,0.0041,6.121,1.1151,-2.1099,0.0044,5.6071,0.86643,-2.75,0.00217,3.3455,-0.94095,-1.3695,-0.01247,4.9981,-1.3923,-2.1385,-0.04449
6.3222,-0.75865,2.3449,0.02879,7.714,-0.98194,2.6526,0.00576,3.5481,0.5533,-1.5023,0.61639,5.1771,0.11585,-1.6599,0.01399,5.1642,-0.45065,-0.42651,0.00313,6.4767,-0.39793,-0.016153,0.01011,7.3678,0.10573,-2.9643,0.00908,5.6275,0.017286,-2.6982,-0.00536,6.8636,0.93456,-2.4048,0.01392,5.9459,0.72088,-2.8594,0.02226,3.2613,-0.97057,-1.7386,2.0023,4.603,-1.2696,-0.57577,-0.02212
6.2364,-0.82556,2.5081,0.01519,7.953,-1.0919,2.6621,0.00116,3.6316,0.40299,-1.662,0.21307,5.955,0.14376,-1.6386,0.0272,5.4145,-0.34432,-0.21979,0.07832,6.6389,-0.41705,0.18021,0.03278,5.4281,1.1576,1.5104,0.03198,7.3477,0.89286,1.4301,-0.00894,6.1061,0.84486,-2.3662,0.01194,4.9111,0.60635,-2.7976,-0.00043,4.184,-1.1447,-2.2774,0.02717,4.7886,-1.2793,-0.52183,-0.01401
5.6092,-0.9643,2.4346,0.01617,7.5773,-1.2011,2.3506,0.00333,3.6085,0.33044,-1.1958,0.49212,5.9657,0.19062,-1.2616,0.06829,7.7447,-0.75357,-2.7588,0.0003,6.0046,-0.97818,-2.59,0.00465,6.6939,-0.16774,-2.3664,-6e-05,4.8438,-0.28115,-2.0667,-0.0006,5.5243,0.94328,-2.2465,0.00168,4.5542,0.48819,-2.4266,0.05424,3.3217,-1.0863,-1.7175,1.5637,4.097,-1.1281,-0.018291,-0.114
6.4477,0.087248,-2.8665,-0.00054,5.4815,-0.21803,-3.1006,0.05075,3.9266,-0.44978,-0.79673,0.04039,6.1478,-0.32504,-0.99329,0.01123,4.7871,1.3168,1.0955,-0.01399,6.9254,1.2486,1.8857,-0.0012,3.2573,0.69386,-1.7526,0.75314,4.4474,0.14178,-2.0528,0.00414,4.4134,-1.4307,-0.2737,0.06697,6.7938,-1.3372,-0.1748,0.00782,6.9746,0.61762,-0.45856,2e-05,4.8555,0.37267,-0.60195,-0.00087
5.4326,-0.78402,2.4152,0.05905,7.5241,-0.92236,2.1525,0.00641,6.8255,0.36564,-2.9795,-0.00127,5.9098,0.025867,3.1023,0.00373,3.8672,-0.37828,-1.0429,0.06968,5.9466,-0.071694,-0.97223,-0.00365,3.4955,1.1006,-1.6323,2.8206,4.2948,0.53838,-1.9864,0.06062,4.0031,-1.2796,-2.0331,0.04051,6.1748,-1.4238,-0.99723,0.02094,6.3666,0.67188,-0.2605,0.00999,4.6622,0.36395,-0.42065,-0.01313
3.8717,-0.32668,-1.4217,-0.00415,5.7715,-0.12477,-1.113,-0.00767,6.0947,-0.80418,-2.9628,0.00263,7.3493,-0.47626,-2.891,0.00035,5.8408,0.079549,-2.4634,0.00259,5.0477,-0.33968,-2.3492,-0.00117,3.6126,1.1755,-1.6937,0.7032,4.7907,0.63838,-1.9102,-0.01676,3.6129,-1.3052,-2.0515,0.19672,5.9245,-1.4405,-0.67516,0.01357,5.6411,0.67504,-0.12882,0.06715,5.0168,0.2773,-0.38347,0.00184
6.6827,0.63187,-2.9259,0.00587,5.9165,0.36811,3.0525,0.19336,4.1237,-0.16957,-1.3841,0.03921,6.4337,-0.11265,-1.2132,-0.00048,5.6932,-0.65681,3.1201,0.13994,7.6946,-0.4967,-2.9298,0.00353,5.1643,0.23028,-2.3568,0.00639,4.0542,-0.25819,-2.3139,-0.0054,4.0812,1.153,-1.3582,0.49174,5.38,0.69459,-1.5243,0.0102,3.4629,-1.4437,-1.0755,-0.36079,5.9052,-1.4429,-1.8822,-0.00098
6.9419,0.33512,-2.7854,-0.00021,5.6866,0.14595,-3.1036,-0.0025,4.5268,-0.2753,-1.0003,0.01435,6.6912,-0.091967,-1.0158,0.00241,6.5981,-0.66797,3.0587,0.01436,8.2152,-0.74275,-2.8966,0.00127,5.1099,-0.20462,-2.286,-0.00207,3.9963,-0.7022,-2.3487,0.04007,3.1483,0.83336,-1.6359,1.4489,4.9448,0.35214,-1.7267,0.01838,4.0209,-1.4316,0.77961,-0.15064,6.2902,-1.4916,-1.2766,-0.01284
6.5428,0.46128,-2.6692,0.00156,5.1227,0.19996,-2.957,-0.0012,4.9943,-0.21998,-0.87677,-0.00513,6.9284,0.03598,-1.0372,-7e-05,5.6061,-0.1693,-2.327,-0.00097,4.8757,-0.64098,-2.4292,0.00214,8.8156,-0.66987,1.6324,0.00178,6.8491,-0.6965,1.3283,0.0064,4.5724,0.84329,-1.7072,0.01118,5.6596,0.452,-1.9415,0.03499,3.7841,-1.4633,2.9443,-0.38193,6.2691,-1.3418,-2.2119,-0.02667
7.2681,0.50978,-2.7582,-9e-05,5.5826,0.27181,-2.9542,0.00362,4.9602,-0.046502,-0.77275,6e-05,6.8242,0.11235,-1.036,-8e-05,6.6146,-0.016432,-2.3991,-2e-05,5.1815,-0.37684,-2.451,-0.0017,8.3006,-0.75797,1.5394,0.00368,6.0176,-0.75474,1.3308,0.01642,5.4553,0.89349,-1.6533,-0.00816,6.2892,0.52593,-1.8799,0.01449,3.7312,-1.3313,-1.7053,0.07059,5.8744,-1.1155,-2.2469,0.01391
7.1821,0.42049,-2.7194,0.00045,5.3911,0.18656,-2.8879,-0.00118,4.277,-0.25444,-0.85861,-0.01622,6.7891,-0.15446,-0.96528,-0.00148,6.6052,1.3774,0.024827,-0.00049,5.1344,1.3208,-1.7955,0.01383,8.8438,-0.63455,1.5846,0.00217,6.5069,-0.65643,1.4782,0.00974,4.8898,0.41511,-1.3419,0.00781,5.9421,0.26691,-1.7916,-0.00332,4.8135,-1.4895,-0.705,-0.04091,6.5014,-1.282,-2.4932,-0.00284
7.0746,0.46952,-2.6913,-0.00037,4.9574,0.28958,-2.8759,-0.00772,4.2611,-0.68742,-0.85851,0.10083,5.7196,-0.30482,-0.98026,-0.00035,7.0281,-0.32035,-2.3048,-0.00052,4.7623,-0.53836,-2.375,-0.00909,6.0063,1.4318,-0.18511,-0.0005,4.687,1.2109,-1.8339,0.00248,4.5381,0.28728,-1.4578,0.00403,5.7604,0.063215,-1.8255,-0.00172,4.4362,-1.475,-0.10929,-0.02915,6.1132,-1.2371,-2.5469,0.00254
