Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6,Distance7,Beta7,Phi7,Fermi_contact7,Distance8,Beta8,Phi8,Fermi_contact8,Distance9,Beta9,Phi9,Fermi_contact9,Distance10,Beta10,Phi10,Fermi_contact10,Distance11,Beta11,Phi11,Fermi_contact11,Distance12,Beta12,Phi12,Fermi_contact12
3.7707,0.16438,-0.7052,-0.17318,4.9543,0.58115,-0.30834,0.06425,6.2721,0.45252,2.9412,0.0669,6.5932,0.34991,2.5299,0.02777,7.7684,-0.80238,0.16124,0.00145,6.1015,-0.5326,0.0064954,0.12194,3.6737,0.42737,-2.5181,-0.01432,3.5121,0.94163,-1.8492,1.1505,4.15,-0.60627,-2.2808,0.15618,6.3129,-0.36856,-2.108,0.01948,4.9492,-1.2353,-0.70786,-0.00337,4.5294,-0.71467,-0.92212,0.04714
4.094,0.49963,-0.56219,0.26342,5.5775,0.67401,-0.10046,0.06525,6.7565,-0.19843,0.70908,-0.0203,8.872,-0.20363,0.90495,-0.0079,3.8621,0.72105,-2.3467,0.43929,4.0965,1.3414,-1.8586,-0.02355,4.0573,-0.21034,-2.2481,-0.02621,5.7341,-0.26967,-1.8635,-0.0027,7.4975,-0.56542,-2.5392,0.00092,5.7348,-0.6468,-2.8684,0.01208,4.1182,-1.1139,-0.77337,-0.01134,3.576,-0.47692,-1.0455,0.17832
4.5163,-0.036381,-0.56111,-0.02004,4.9739,0.31201,-0.1573,0.02252,6.0018,0.30033,-3.0681,-0.00266,7.0342,0.27411,2.8261,0.02879,3.5006,0.40578,-2.0644,0.05138,3.5008,0.87158,-1.3555,0.56332,6.901,1.3843,1.2795,0.00014,5.772,1.237,2.877,0.03368,5.0657,-0.58068,-2.0597,0.00875,7.1195,-0.55953,-1.7384,0.00101,5.4027,-1.2837,-0.04519,-0.0286,3.5903,-0.99003,-0.90482,0.50893
3.786,-0.11049,-1.0568,-0.07139,4.8736,0.31254,-0.6988,-0.00134,6.5129,-0.13329,0.76998,-0.01624,8.3557,0.038668,0.91176,0.0153,4.153,0.50326,-2.3663,-0.0085,3.54,0.94619,-1.6773,1.6554,5.6443,-1.041,2.5592,0.0012,7.675,-0.79779,2.3856,0.00014,7.3649,0.87322,2.2277,0.04983,6.997,0.63898,1.8686,-0.01113,5.9247,-1.3528,-1.006,0.13786,3.5612,-1.2303,-1.1043,0.81303
7.299,0.37571,0.45443,-0.00093,5.5057,0.47681,0.15733,0.24781,3.5506,-0.48055,-1.2876,0.62444,3.442,-0.20495,-0.54897,-0.31175,3.527,0.67681,-2.3202,-0.01008,3.4477,0.9835,-1.2736,0.88455,6.1334,-0.98955,2.4267,0.02057,7.8901,-0.7782,2.7239,0.00344,5.9022,0.85718,2.0245,0.0285,7.4444,0.58316,1.8375,0.0087,6.6529,-1.3966,-1.6991,-0.00662,4.1817,-1.3983,-1.6526,-0.02705
3.7887,0.17848,-1.4316,-0.05507,4.2824,0.13988,-0.81795,-0.02065,6.1666,-1.0772,-0.18609,0.00212,6.0007,-0.7472,-0.58864,-0.00035,5.366,1.0747,-2.2427,-0.00598,3.9357,1.2962,-0.97269,0.42519,5.9424,-0.88081,2.8585,0.02366,7.6364,-0.61559,2.9563,0.0069,6.252,0.6996,1.7788,0.01501,7.8117,0.41077,1.8356,0.00352,6.4992,-1.1021,-2.3174,0.00588,4.0335,-1.0614,-1.8533,-0.05049
4.5916,0.23929,-1.3958,0.01024,3.6364,0.14372,-0.78497,0.04407,5.5216,-1.0253,0.045863,0.01819,6.0311,-0.73823,-0.4693,0.00055,6.2094,-1.1826,1.7295,0.08654,5.8369,-0.77199,1.5996,-0.02999,5.1073,1.1185,-1.909,0.00193,3.9907,1.2455,-0.58422,0.24043,6.3857,1.1444,1.2095,-0.00156,7.8566,1.4124,0.74639,-0.00013,5.9083,-1.0635,-2.1144,0.02372,3.6126,-0.92539,-1.7926,0.48828
4.9065,0.22967,-1.4443,0.0062,3.7427,0.28565,-0.88098,0.06099,4.9572,-0.90676,-0.11222,0.03124,5.4397,-0.63786,-0.70017,-0.00084,6.7348,-1.3224,1.9719,0.04838,5.383,-0.95478,1.8255,0.11875,5.041,0.86208,-2.1162,-0.00329,4.2979,1.2374,-1.3037,0.23548,6.3808,-0.88083,2.9631,0.0005,7.4852,-0.62154,-3.0127,0.00206,5.5569,-0.88426,-1.9269,0.05633,3.2762,-0.70871,-1.8004,0.66957
6.4217,0.90433,0.012326,0.01241,5.1563,1.31,-0.03939,0.00551,4.6548,0.086574,-1.5053,-0.00397,4.4072,0.1889,-0.95491,-0.02095,5.5121,-0.90109,-0.11293,0.02764,5.0716,-0.6687,-0.7144,-0.00372,7.0166,-1.2335,1.6892,0.10093,4.9173,-1.0048,1.6345,0.85031,6.1082,0.57413,-2.2729,0.03712,3.7311,0.73813,-2.2427,0.25536,5.769,-1.0905,-1.8241,0.0127,3.5342,-0.90254,-2.2124,0.13741
5.4442,0.21822,-1.7024,-0.00018,4.5421,0.32683,-1.2159,0.01205,5.8761,-0.76053,-0.43869,0.00976,4.7732,-0.47697,-0.8401,0.00633,6.6116,-1.3011,1.0017,0.10437,4.5525,-1.0671,1.4423,1.4865,6.5913,0.48753,-2.5343,0.00512,4.1286,0.45032,-2.6355,-0.01466,6.4418,0.8684,2.4271,0.17755,8.4429,0.92008,2.7433,0.03407,6.0367,-0.95655,-1.5948,0.00141,4.6352,-0.93205,-2.2763,0.03772
5.7654,1.1499,0.43499,0.28899,4.5753,1.4434,-1.1222,-0.0407,5.3887,0.18336,-1.3836,0.00039,4.681,0.34956,-0.91078,0.00626,7.2589,0.11293,-2.8269,0.00406,5.5243,-0.070995,-3.0722,0.0298,6.539,-0.96432,0.8342,0.00923,5.8274,-0.99323,1.5404,0.00596,6.0327,0.19185,-2.2217,0.0328,3.5301,0.21288,-2.2813,0.22729,6.4349,-1.0342,-1.1112,0.02579,4.2109,-1.1361,-1.5807,0.24842
5.445,1.3454,0.58603,-0.00547,4.4295,1.3075,-2.1349,0.08533,4.3804,0.17475,-1.1016,-0.00632,4.3187,0.31708,-0.51479,-0.02778,6.2664,-0.13976,-2.674,0.00068,5.4894,-0.30449,-3.0484,0.09085,5.9927,-0.096585,-1.9411,-0.01911,3.5531,-0.16833,-1.9901,-0.16616,5.7448,0.73409,3.0974,0.14527,5.8892,0.45044,-2.7215,0.0279,6.2288,-1.2273,-0.40281,0.00036,3.7606,-1.3291,-0.75628,-0.18229
4.8761,1.3484,2.6921,0.13741,4.833,0.99883,-2.3826,-0.00829,3.8594,0.060645,-1.4616,-0.07229,3.4473,0.37206,-0.84049,0.30277,6.4456,-0.4705,0.15082,0.0485,5.7097,-0.8461,0.079954,0.02377,6.9961,-0.23712,-2.344,-0.00188,4.4295,-0.3447,-2.3969,-0.01821,5.8407,-1.4784,-1.2941,0.00357,3.7627,-1.1827,-2.3149,0.06327,5.781,0.1204,-0.26239,0.00378,7.3747,-0.16421,-0.32344,0.00051
6.0353,1.2764,3.1212,0.0102,5.3814,0.9396,-2.5364,-0.00305,4.1101,0.03174,-1.6667,-0.0227,3.4676,0.59125,-1.2866,0.58068,6.2848,-0.49411,-0.091174,0.01646,5.9611,-0.90658,-0.2502,-0.00088,6.9686,-0.10264,-2.6188,5e-05,4.4942,-0.04259,-2.6653,0.01156,5.7956,-1.3735,-1.8277,0.00245,3.797,-1.1245,-2.3971,-0.02073,6.0089,0.23652,-0.74717,-0.00064,7.1663,-0.071783,-0.5973,2e-05
5.9028,-0.38986,-1.4092,0.00227,8.0181,-0.20853,-1.444,-9e-05,3.6628,0.43778,-1.8146,0.21467,3.5156,1.0013,-1.1754,0.83888,6.1749,-0.3794,-0.36273,0.00295,5.092,-0.73882,-0.62286,-0.00169,5.7484,-0.86606,0.98152,0.01558,6.0675,-0.905,1.6608,0.0281,7.1542,0.19751,-2.8329,-0.00109,4.6924,0.31286,-2.831,-0.01749,4.5867,-1.2205,-2.0183,0.0056,3.6601,-0.62569,-2.2939,0.2195
7.8855,-0.98252,2.4995,-1e-05,6.3122,-0.69477,2.4566,0.01098,5.3467,-0.19487,-1.5319,0.00024,7.7778,-0.08319,-1.4701,0.0001,4.0947,0.67195,-1.9518,0.19095,3.8786,1.2529,-1.4156,0.30568,5.3994,-0.054544,-0.34218,0.01114,4.1913,-0.48098,-0.54573,-0.01687,5.4584,-0.83311,0.90585,-0.02869,6.5496,-0.93396,1.5035,0.08299,3.3013,-1.309,-1.9264,0.15662,3.4289,-0.56543,-2.1217,-0.0967
5.6821,-0.38193,-1.706,-0.00335,8.0082,-0.24527,-1.6943,-0.00023,6.1144,0.90437,0.92545,0.05888,6.8928,0.52911,0.96075,0.01479,4.8737,0.42041,-1.9048,-0.00659,3.8699,0.93592,-2.0726,0.3261,4.4685,-0.12071,-0.4892,-0.05268,4.9305,-0.65026,-0.60022,-0.00722,6.395,-0.99019,1.0227,-0.00864,8.0294,-0.99315,1.5114,0.01565,4.1021,-1.5543,-0.67531,0.70613,3.4666,-0.91233,-2.3668,0.40239
6.0623,-0.24781,-1.3714,9e-05,8.2089,-0.065478,-1.477,-0.0001,6.8668,0.82132,1.1629,0.03818,6.941,0.45369,1.1818,0.00169,5.4999,0.63804,-1.8209,0.0057,5.0384,0.97301,-2.3543,0.02423,4.7069,0.13966,-0.39005,0.00664,5.1945,-0.37008,-0.34159,0.00858,6.1626,0.4537,0.38842,0.24821,6.5916,0.10082,0.57201,-0.03055,4.4392,-1.2977,-0.43692,-0.09168,4.1786,-0.90823,-1.6698,0.27039
4.5503,0.43991,-0.38408,-0.02307,5.7262,0.020001,-0.22701,0.00415,7.5531,-0.908,0.5453,0.00014,6.2497,-1.1333,1.0192,0.00025,6.4507,0.19639,-2.9299,0.00175,5.6376,0.42331,3.0231,0.02809,5.5146,0.23538,-2.3351,-0.00053,7.7504,0.058756,-2.3662,-0.00019,7.1578,-0.29466,2.0507,0.05354,5.8796,-0.57833,2.2536,0.03541,4.6256,-0.8641,-0.27934,-0.01683,4.0148,-0.56757,-0.96084,0.08899
6.4135,-1.2006,-2.0319,-0.00314,4.3989,-1.2835,-2.9618,-0.00948,4.72,0.65017,-0.6516,0.04848,5.1428,0.35205,-0.18102,-0.01089,7.108,-0.8773,0.5199,0.00415,5.5486,-1.0555,0.9498,0.00171,6.3747,0.1827,-2.9288,-0.001,6.2775,0.35352,2.9649,0.04833,6.5612,-0.42495,2.0494,0.06334,5.8238,-0.80278,2.1873,0.00803,5.2993,-0.70294,-0.24414,0.00276,4.1003,-0.44557,-0.7463,-0.02055
6.604,-1.4861,-1.5821,0.00051,4.7344,-1.3092,2.4461,0.0047,3.6092,0.42178,-0.73819,0.15699,5.2258,0.43824,-0.21535,-0.00906,5.9879,0.031659,-2.8345,1e-05,6.2754,0.25486,3.1043,0.00495,5.1687,-0.096639,-2.0358,-0.00196,7.5424,-0.22484,-2.1116,-0.00032,7.005,-0.34177,2.0012,0.00711,6.4292,-0.69254,2.1218,0.0173,5.6868,-0.69097,0.020946,0.12162,5.1735,-0.68328,-0.59794,-0.00202
6.2455,-1.3837,-1.5597,-0.02493,4.1266,-1.5027,1.3174,-0.27769,3.7664,0.37114,-0.6402,0.14881,5.2706,0.4738,-0.18533,0.00603,5.0461,-0.10492,-2.7717,0.00647,5.7314,0.17295,3.1279,-0.02463,7.4999,-0.40201,1.87,0.00337,6.4015,-0.68622,2.0685,0.03109,6.0648,0.17086,0.52059,0.02068,6.3554,-0.19324,0.68218,-0.06669,5.4682,1.1415,-1.0687,-0.00183,7.3458,0.89804,-0.74117,4e-05
5.9982,0.76676,2.8747,0.16209,7.2667,0.62322,2.509,0.03551,6.1221,-1.3411,-2.1366,-0.01299,3.8633,-1.4664,-0.96171,-0.20057,4.8654,0.60065,-1.9206,0.03784,5.2238,0.91192,-2.4512,0.0093,4.4773,0.16757,-0.63031,-0.0263,5.2411,0.26941,-0.12857,0.00383,7.1274,-0.46116,1.75,0.00103,6.1772,-0.7635,1.9681,0.01618,4.4611,1.1417,-0.63624,0.02398,6.3656,0.85669,-0.78377,0.00174
5.7492,-1.2404,-2.4489,0.0183,3.689,-1.091,-1.645,0.23747,5.1392,0.77467,-2.0969,0.01687,5.8644,1.0256,-2.6667,0.00251,5.1736,-0.15941,-2.2587,0.00165,7.0449,0.12264,-2.2187,0.0001,6.7192,-0.5245,1.7715,-0.00097,6.1832,-0.73735,2.1713,0.00241,4.9758,-0.44924,-0.73636,-0.00282,7.1894,-0.62165,-0.90325,-0.00039,5.3226,1.3608,0.15186,-0.00497,5.9185,1.0322,-0.77169,-0.00089
5.6406,-1.272,-2.5307,-0.02269,3.4023,-1.1819,-1.744,-1.4651,3.4334,0.3492,-1.0731,-0.08822,5.4115,0.19596,-1.4507,0.0063,4.7147,0.81076,-2.3208,0.00206,6.3313,1.0381,-2.8364,-6e-05,4.7154,-0.22608,-2.4087,-0.00806,6.5304,0.048002,-2.2623,-0.00032,4.9619,-0.64009,-0.39469,0.00144,5.6481,-0.65691,-0.98273,-0.00413,4.8606,1.287,1.2062,-0.01077,4.0191,1.1202,-0.45491,0.15161
6.138,-1.3886,-2.5284,-0.00389,3.9317,-1.2422,-1.7735,-0.08608,3.7977,0.12724,-0.99015,-0.13354,4.6934,0.48165,-1.4729,3e-05,5.1272,0.66118,-2.6968,-0.00441,6.3061,0.77672,3.1081,0.01963,3.7197,-0.023777,-2.4719,-0.21962,6.2128,0.050554,-2.318,-0.01181,5.0815,-0.46412,-0.48447,0.0012,5.9746,-0.6603,-0.94415,-0.00025,4.7228,1.1404,1.9447,-0.02273,4.7436,1.458,-1.0251,0.0355
5.6684,-1.1786,-2.3293,0.01786,3.7555,-1.1881,-1.3199,-0.0867,3.5947,0.2945,-0.53819,-0.14094,3.6762,0.8786,-1.0451,1.1995,5.2367,1.1586,-2.6818,-0.01524,6.0276,0.94243,2.7869,0.28891,3.8515,-0.073621,-1.9982,-0.07649,4.9464,0.39715,-2.2437,-0.00425,5.1372,-0.5976,-0.32723,0.02252,6.1347,-0.64479,-0.81927,-0.00035,5.8308,1.0662,1.5637,-0.00124,5.2682,1.1903,0.45903,0.03692
5.8818,-1.0118,-2.8472,-0.00022,4.2095,-1.1316,-2.123,0.01623,3.7816,0.36604,-0.86734,-0.14683,3.7955,1.0238,-1.2292,0.80346,3.6565,0.18129,-2.1153,-0.05193,5.9166,0.33292,-2.3035,-0.00377,7.5937,-0.43147,2.0678,-0.00254,6.1075,-0.63032,2.3095,-0.01813,5.1538,-0.67139,-0.60162,-0.00321,6.478,-0.64725,-1.099,-0.00034,6.004,1.0124,1.3586,0.06361,6.2942,1.1483,0.51422,0.01594
6.0559,0.56651,1.9101,-0.03113,8.2092,0.46724,1.7459,-0.00286,6.0181,-0.96924,-2.9087,-0.01026,3.7585,-0.99712,-2.5289,0.11964,3.6464,0.25146,-1.3334,-0.10556,3.5347,0.93839,-1.6389,0.96584,6.6463,-0.62551,1.3338,0.02071,8.5937,-0.43916,1.2204,-0.00339,4.1121,0.07266,-2.4765,-0.05225,5.6955,0.4958,-2.4444,0.00136,4.7328,-0.85911,-1.0201,0.01374,6.4406,-0.89459,-1.535,-0.00073
6.6686,0.79775,1.7882,0.01757,8.7178,0.58474,1.758,-0.00015,5.7858,-1.0439,-2.7847,-0.00164,3.5607,-0.95648,-2.2843,-0.1113,3.9888,0.12961,-1.1267,-0.05076,4.8198,0.71415,-1.0683,0.01058,4.6178,0.0095689,-2.2926,0.00401,5.533,0.46065,-2.1782,0.00198,6.3697,-0.5149,0.78771,-0.018,6.7015,-0.56619,0.33952,0.03398,5.6318,-0.76327,-0.80805,-0.00069,6.831,-0.97002,-1.2617,-0.00025
5.7502,-1.0379,-3.0889,-0.00535,4.1015,-1.0953,-2.2566,0.13858,3.6503,-0.099425,-0.8615,-0.11085,5.5265,0.21097,-0.77178,-0.00733,6.1596,0.34265,-2.7343,0.00893,5.7389,0.40019,3.0987,0.11386,4.726,-0.016418,-2.1141,-0.00378,5.6508,0.34846,-1.8376,-5e-05,7.6301,-0.32389,2.2834,0.00031,6.3775,-0.59899,2.4366,0.00386,6.5394,-0.5183,0.99914,-0.01424,7.425,-0.48173,0.60608,0.00276
5.9085,1.0038,1.0174,0.26262,6.1183,0.92591,1.7491,0.09959,6.1322,-0.99202,-2.5886,0.0098,3.9579,-1.0351,-2.1106,0.18821,4.1873,-0.21149,-0.78639,-0.06215,5.9431,0.17035,-0.85293,-0.00196,5.8211,-1.3,1.0773,0.00734,6.2278,-0.98008,1.8079,-0.00049,4.5047,0.014613,-1.9817,-0.00497,5.3301,0.37103,-1.6317,0.00281,7.0863,-0.34274,2.2301,-0.01515,6.0737,-0.59272,2.5193,0.03095
6.0902,-1.1409,3.0108,-0.00704,4.1078,-1.2593,-2.3981,-0.0885,5.3424,-0.39834,-0.90207,-0.00087,5.7052,0.012475,-1.0713,-0.00098,5.4292,1.0143,-1.246,0.00176,7.6079,1.0193,-1.5886,0.00116,5.9882,-1.1416,1.1492,-0.00343,6.4451,-0.87308,1.7873,0.01013,6.1479,0.050965,-2.6753,-0.0009,5.4128,0.34374,-2.9947,0.00018,3.6368,-0.22696,-1.9664,-0.02324,5.515,0.11245,-1.7841,0.00155
5.6852,1.3397,2.2358,0.01692,6.9697,1.0075,2.4877,0.0378,6.858,-1.0203,3.1156,-0.00253,4.9494,-1.2768,-2.7891,-0.00927,4.6436,-0.39771,-1.0644,0.02016,5.3953,0.068868,-1.2315,-0.00082,5.1879,0.98801,-2.3168,-0.00081,7.5738,1.0976,-2.2075,0.00159,4.0884,-0.23568,-2.1008,-0.01132,5.5023,0.2128,-2.0287,-0.0021,6.7606,0.90161,-0.6005,0.0001,4.5353,0.68299,-0.48025,0.01928
5.5456,1.223,2.8227,0.03169,6.5726,0.85427,2.5643,0.15794,7.8065,-0.94674,2.7501,0.00355,5.4867,-1.034,2.5978,0.0197,3.5604,-0.78883,-0.8305,0.45016,4.1841,-0.23115,-1.2402,-0.01999,6.3259,-0.65968,1.2265,-0.01529,7.7116,-0.72539,1.5998,0.01901,4.2509,-0.17254,-2.5365,-0.02873,5.3302,-0.089433,-2.0537,-0.00057,5.8242,0.98197,-0.82303,0.10488,3.7318,0.78569,-1.1016,1.2483
5.4643,0.98166,-3.0548,0.03425,6.9304,0.88533,2.7027,0.01732,8.6499,-0.83353,2.3819,0.00282,6.1036,-0.83055,2.4655,0.03148,3.7798,-1.07,-0.98256,0.00565,4.0981,-0.61749,-1.7099,0.0277,7.2005,0.28758,0.050637,-0.0005,5.1919,0.33585,-0.20379,0.00017,5.0463,-0.30296,-2.7267,0.01218,6.3297,-0.32043,-2.3297,0.00159,5.3143,0.95688,-1.7445,0.00973,3.3124,0.59951,-1.5918,1.8394
5.8894,1.0119,3.039,0.09437,7.4029,0.97921,2.4912,0.0132,3.9307,-1.2393,-1.7372,0.19918,4.6404,-0.7349,-2.3511,0.00621,6.5049,-0.70342,1.2949,-0.00137,8.2225,-0.47518,1.478,0.00291,6.2945,-0.012944,-0.16944,-0.00123,4.3524,-0.039022,-0.47165,-0.01844,5.7591,-0.28144,-2.9446,0.01781,7.4623,-0.27414,-2.6528,0.00134,5.9405,0.6816,-1.9742,0.04138,3.5407,0.57857,-1.7408,0.74672
6.0116,0.88359,2.7523,0.15397,7.7278,1.0468,2.356,0.01031,3.7601,-1.2179,-2.1116,0.01823,4.488,-0.65646,-2.5266,0.00685,6.7042,0.38094,0.36249,0.09032,8.0345,0.19431,0.10866,-0.0003,5.7805,-0.042667,-0.32097,-0.00014,5.0551,-0.070277,-0.79751,0.0101,6.4477,-0.31039,-3.1339,0.06462,7.7038,-0.19255,-2.8422,0.0015,5.6992,0.5708,-2.1657,0.00804,4.0389,0.97379,-2.0143,0.29243
3.8512,-1.0227,-0.81873,-0.17224,3.1749,-0.72853,-1.9336,1.0481,6.201,-0.60073,1.0682,-0.00356,7.9083,-0.40309,1.3073,0.00696,5.5047,0.43795,-0.13333,0.02881,5.0403,0.30305,-0.62716,-0.00117,5.3333,-0.32157,-2.8041,0.03845,7.1045,-0.17799,-2.5419,0.00218,7.9458,-1.1095,-3.1118,0.0016,5.4269,-1.181,-3.085,0.00867,5.1143,0.9296,-2.1901,0.00547,4.6896,1.4199,-2.4612,-0.0111
5.3698,0.17781,-1.2834,-0.00043,7.3721,-0.065145,-1.2987,0,4.6341,-0.91385,-0.91104,-0.00594,3.8293,-0.66816,-1.6348,0.29814,5.5347,0.32301,-0.11201,0.0392,4.2131,0.12525,-0.52919,-0.0628,4.7558,-0.19319,-2.6311,-0.01417,6.7266,-0.042812,-2.3693,-0.00056,6.881,-0.92068,-2.9129,0.00232,5.4308,-1.2038,2.9439,0.02089,4.4717,1.065,-1.9911,0.06413,4.4704,1.271,-0.52032,-0.02148
6.2177,1.0971,2.9146,0.04292,7.4162,1.0458,2.2266,0.00687,3.676,-0.8029,-1.352,1.0572,3.9303,-0.30598,-1.9464,-0.01149,5.8126,0.21786,-0.33318,-0.00142,4.4309,0.19176,-0.76861,0.02948,4.9509,0.054334,-2.7783,0.02208,7.139,0.17099,-2.576,0.00232,6.2109,-0.73494,-3.0163,0.02981,5.5737,-0.99686,2.7485,0.04689,4.7729,1.0875,-1.8503,0.01704,4.8508,1.1919,-0.4089,-0.0142
3.731,-1.1758,-1.5154,-0.3722,3.5808,-0.59841,-2.1231,0.18068,6.5314,0.12196,0.16908,-0.00641,7.6613,-0.20447,0.19056,0.0007,5.6763,-0.02149,-0.51064,-0.002,4.3543,-0.14378,-0.94201,-0.00129,5.95,-0.19798,-2.7934,0.00438,7.2163,0.10871,-2.6459,0.0002,6.1947,-0.7807,3.0778,0.01308,6.4252,-1.1039,2.6661,0.00811,4.4067,0.93838,-1.4262,0.12359,5.7657,1.1757,-0.66281,0.00272
3.4503,-1.0865,-1.6991,0.80154,4.1044,-0.4093,-2.0314,-0.02691,7.8993,0.68892,1.3985,-0.00114,6.423,0.59031,1.0714,-0.01528,6.2522,0.25821,0.19757,0.01732,7.397,-0.082463,0.21011,-0.00121,5.4543,0.13931,-0.46279,-0.00505,3.6423,0.056861,-0.83175,0.01782,5.513,-0.6159,-3.0586,0.03614,6.4025,-1.0184,-3.0581,-0.00043,5.4525,1.0258,-1.1994,0.00889,5.9054,1.1888,-0.26404,0.02943
3.5693,-0.88136,-1.1491,1.1748,4.2178,-0.43444,-1.7505,0.02162,6.6633,-0.78951,1.4182,0.00116,8.3312,-0.62867,1.696,-0.00154,6.4965,0.17813,-0.51637,-0.00443,4.0821,0.19164,-0.63044,-0.06379,8.4555,-0.33351,0.59827,0.00037,6.2294,-0.52166,0.58717,-0.00239,5.538,-0.51682,-2.853,0.05179,5.625,-0.98122,-2.7899,0.00617,5.8673,1.0342,-1.0544,0.00038,5.5795,1.3323,0.013409,-0.00607
3.4539,-0.80872,-1.0808,0.50225,3.8637,-0.32119,-1.6767,-0.01389,7.4737,0.30271,0.54703,0.00641,6.6342,0.10234,0.27231,0.00115,6.7603,0.076015,-0.44153,0.0114,4.4828,0.14061,-0.66784,-0.02767,6.7943,0.65493,2.0557,-0.00768,8.1529,0.35851,2.0515,-0.00389,6.2837,-0.34979,-2.8022,0.00219,5.2489,-0.74577,-2.7005,-0.00023,6.3691,-1.5035,-0.66031,0.00014,7.7312,-1.3221,2.0841,-0.00014
3.8891,-0.89395,-1.4155,0.2323,3.7989,-0.29906,-1.8217,0.14426,6.9749,-0.30132,2.225,-0.01039,8.0909,-0.15646,2.5201,-0.00818,6.3467,0.12131,-0.40016,-0.00844,3.8893,0.096791,-0.46752,-0.10499,6.3883,0.503,1.9714,-0.00941,8.6253,0.45986,2.1094,-0.0002,6.2884,-0.32638,-2.7213,0.00269,5.099,-0.724,-2.7694,0.02639,6.1646,-1.4522,-2.0382,2e-05,7.863,-1.3365,2.5393,-0.00031
3.5559,-0.61006,-1.5285,1.1036,4.0223,-0.056152,-1.9011,-0.02196,6.9561,-0.34828,2.2782,-0.00678,8.7636,-0.26855,2.49,-0.00188,6.5597,-0.4291,-0.61415,-0.00044,5.515,-0.79697,-0.48899,0.00358,5.3115,0.67935,-0.49813,-0.02098,3.3388,0.41844,-0.80169,0.51816,5.725,-0.55226,-2.7581,0.0133,5.5496,-0.91507,-3.1152,0.01996,5.8438,-1.4852,-0.12776,-0.00079,7.3932,-1.2658,1.1719,0.00082
3.8095,-0.27228,-1.3904,-0.08179,4.7831,0.12134,-1.8246,0.0031,6.7654,-0.52787,2.3007,0.01055,8.8353,-0.55811,2.5196,0.00051,7.0727,-0.17767,-0.66859,0.00042,5.9182,-0.4245,-0.41935,0.00337,5.2406,1.0695,-0.40516,-0.00942,4.1568,0.6328,-0.84641,0.35212,6.1149,-0.79036,-2.3328,0.00205,4.5241,-1.1464,-2.1677,0.1068,6.0673,-1.1394,-0.17287,-3e-05,7.5037,-1.1362,0.55799,-0.00113
7.9377,-1.3581,1.9384,0.0026,5.7393,-1.1809,1.764,0.0333,5.0037,-0.28924,-1.1484,0.00127,3.8604,0.13834,-1.4287,-0.06855,7.8986,-0.83959,3.1073,0.00912,5.7904,-0.65527,3.1112,0.21942,6.5996,0.61422,0.89918,0.00944,7.2583,0.70116,0.46422,0.0044,5.361,1.0667,-0.28765,-0.00185,4.5288,0.61168,-0.49657,-0.01452,4.5857,-1.0129,-2.0421,0.01112,4.4841,-1.2467,-0.78509,-0.08054
5.9582,-1.4284,0.7213,0.01659,4.3464,-1.1083,1.6135,0.39623,4.6409,0.14003,-1.1593,0.01466,3.5114,0.66587,-1.3918,1.5303,7.321,-0.9429,-2.8589,0.00202,5.0971,-0.7354,-2.8348,0.00751,6.059,1.1528,0.31131,0.2908,5.5929,0.89667,-0.3815,0.00632,5.1184,0.098767,-2.7021,0.01449,6.0711,0.32458,-2.3345,0.00221,3.1417,-0.59268,-1.8628,-0.06205,3.6503,-0.79383,-0.91212,0.1334
7.2213,-1.2352,1.3144,0.00713,5.3281,-0.9773,1.4796,0.09279,5.5279,-0.22284,-1.4378,-0.00371,3.4097,-0.12312,-1.7422,-0.07345,4.7907,1.081,-0.62851,-0.00788,4.2589,0.52808,-0.79903,0.05459,6.7331,0.10423,2.3593,-0.04908,9.1964,0.07912,2.475,-0.00339,6.0143,-0.33962,-2.8978,0.04823,6.03,-0.31798,-2.4311,0.00128,5.9665,-0.91702,-1.8477,-0.00644,3.9523,-1.1962,-1.6044,0.04748
7.3865,-1.2312,1.2334,0.00636,5.4874,-1.0057,1.5651,0.09958,5.0328,-0.38584,-1.7315,0.00076,3.3669,-0.10221,-2.0959,-0.13777,4.0334,1.3146,-0.92496,-0.03969,3.4386,0.63653,-1.1318,1.7337,5.4013,0.5118,-0.18029,0.03034,7.5983,0.52556,-0.36665,-0.00142,7.3908,-0.41776,-3.1307,0.00254,6.0117,-0.36397,-2.8016,0.01708,6.9461,-0.96927,-2.1421,-0.00183,4.5917,-1.1392,-2.4125,-0.01463
7.9234,-1.2307,1.0087,0.01329,5.5293,-1.1177,1.0915,0.06938,5.1665,-0.53247,-1.9431,0.00678,4.6619,-0.19509,-2.4022,-0.01224,3.9875,1.1798,-1.495,0.52538,4.5589,0.65647,-1.9139,-0.00164,4.2789,0.35865,-0.50765,-0.03859,6.2215,0.65558,-0.53076,-0.00123,7.2189,-1.1559,-2.3137,-0.00098,4.8682,-1.2903,-2.3367,-0.00982,5.9116,-0.093929,-0.044132,0.05231,6.8308,-0.34711,-0.33378,0.00141
