Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6
5.0417,1.0729,-1.6027,-0.00033,5.4379,-0.8763,-2.3058,0.00325,7.094,-0.15419,-3.0516,-0.0017,5.8755,0.21288,-2.1973,0.00064,5.5884,-1.1438,1.9079,0.00049,4.6452,0.16451,-1.0553,-0.00064
5.029,1.0538,-1.6809,0.0658,5.0424,-0.86547,-2.1498,-0.00327,6.8217,-0.14534,-2.9246,-8e-05,5.9773,0.55626,0.28518,0.00896,6.1081,0.25143,-1.9569,0.00066,5.0907,-1.1122,1.9417,0.00286
4.8426,1.1259,-1.9483,0.12763,4.4243,-0.89136,-2.0303,0.09317,6.3859,-0.15271,-2.9298,0.00063,6.1496,0.34875,-1.9337,0.00982,4.9148,-1.0572,1.7407,0.00411,4.233,0.3538,-0.94874,0.01487
5.3302,0.6839,-1.8519,0.04935,5.607,1.4903,1.6381,-0.00044,5.4537,-0.99405,-2.7208,-0.00814,5.8555,0.46474,0.13241,0.01458,6.284,-0.98382,1.8458,-0.0016,4.2638,-0.16608,-1.1353,0.00759
6.026,0.73762,-1.5666,0.00318,5.9385,1.3522,0.40918,0.00156,4.6702,-0.9579,-2.3833,0.33321,6.3884,-0.038743,-2.9688,-0.00224,6.3444,0.038923,-1.8929,0.00531,4.1674,-0.042663,-0.96704,0.05591
5.7385,0.80124,-1.3177,-0.00038,5.0061,1.1834,0.13323,-0.00073,5.1233,-0.88483,-2.136,0.14228,6.8637,0.014495,-2.9606,0.0064,6.4937,0.1151,-1.8115,-0.00038,4.8948,-0.060176,-0.82962,-0.00135
6.7211,-0.3452,1.2171,-0.00136,5.5255,1.39,0.16643,0.01357,4.9185,-0.9073,-2.0113,0.21076,7.096,-0.0392,-3.0027,0.00363,6.1559,0.0866,-1.7041,0.0018,4.8874,0.00044293,-0.77334,0.00318
5.9267,1.533,-0.17032,0.00053,4.178,-0.79842,-2.2471,0.85759,6.7783,-0.72559,0.15848,-0.00318,5.9408,0.18967,-1.7254,0.01129,5.073,-1.1013,1.7365,-0.01184,5.0823,-0.051211,-0.78944,-0.00066
4.6443,-0.92538,-2.3771,0.16415,6.0625,0.96532,-0.085558,-0.01119,6.3622,-0.6411,-0.022898,0.00054,5.7656,0.0042209,-1.9427,-0.00049,5.273,-1.0791,1.3488,-0.03385,4.6014,-0.064974,-1.1031,-0.02265
5.935,1.0056,-1.8462,0.00745,5.1046,-0.95835,-2.1648,0.0492,6.6532,1.0898,-0.0093526,0.00163,6.1211,0.13337,-1.9631,8e-05,5.0738,-1.1312,1.1627,0.00834,4.3774,-0.02847,-1.1164,-0.12172
5.1501,0.98542,-1.2096,0.00381,5.2087,-1.0387,-1.7481,-0.0048,6.0527,0.56012,2.9703,0.02392,6.046,0.12899,-1.7523,0.00084,5.4798,-1.1247,1.3373,-0.05543,5.0421,-0.012772,-0.8463,-0.00813
4.3716,0.75129,-0.86474,-0.01762,6.3803,0.78027,0.099195,-0.00195,5.0954,0.44128,-2.904,0.00996,5.5216,-0.17169,-1.3875,0.00827,6.1517,-0.86787,1.5314,0.03415,6.314,-0.32854,-0.48254,-0.00086
4.7315,0.49248,-1.016,-0.00182,5.5801,1.1379,1.6687,-0.00726,4.8356,0.30359,-2.8951,0.00667,6.0994,-0.89042,2.7707,-0.01472,6.0008,-0.27309,-1.4895,0.00711,6.8132,-0.94132,1.3699,0.0381
5.3616,0.70448,-0.77025,0.0113,7.3485,-0.698,2.247,-0.00454,5.9619,0.89768,1.3841,0.00057,5.3863,0.66267,-3.0575,0.00952,6.2464,-1.2685,1.7113,0.04935,5.9557,-0.30844,-0.73678,0.00114
4.9771,0.71321,-0.66042,0.05205,6.6779,0.92745,1.4042,-0.00118,7.4602,-0.93777,0.10759,0.00111,6.6183,-0.66726,-2.9887,-0.00073,6.5192,-1.2141,2.0744,0.00962,4.9064,-0.42598,-0.77155,-0.00416
4.3169,0.6324,-0.75025,0.02245,6.853,0.77051,0.24335,-0.00809,7.2608,-0.94943,0.12741,0.00313,6.8465,-0.68976,3.051,0.02309,7.4232,-1.1897,2.0531,0.00123,4.7407,-0.67945,-0.82359,-0.00717
4.0476,0.53787,-0.87192,0.04227,6.8642,1.0451,1.2947,0.00061,7.2576,-1.346,-2.5212,-5e-05,6.554,-0.63677,-2.4594,0.00016,7.1622,-0.84594,0.20819,0.00459,4.8745,-0.71294,-0.86368,0.00593
4.1714,0.36805,-1.3354,0.01261,5.8673,1.1797,1.0901,0.01684,6.4816,-0.82454,-2.4999,-0.0003,6.9464,-0.81784,0.23342,-0.00056,6.8962,-0.16605,-0.15438,-0.00029,5.4527,-0.8203,-0.84074,-0.01191
5.0837,0.50584,-1.3455,-0.00212,6.3858,1.2208,1.34,0.01482,6.3976,-1.4367,1.5488,0.00024,5.3697,-0.80417,-2.4567,1e-05,6.1838,-0.047305,-0.070944,-0.00261,5.6745,-0.71729,-0.66237,-0.01321
5.7847,0.82827,-1.7501,0.005,5.659,-1.4201,-0.024516,-0.00105,5.0027,-0.69335,-2.3986,-0.01263,5.999,0.30279,-0.074805,-0.00195,6.5659,-0.84444,0.91714,0.0136,5.4979,-0.25283,-0.68291,-0.01597
5.8143,0.91537,-1.7871,0.01893,5.0453,-1.2616,-0.91036,0.00475,5.3146,-0.46538,-2.3151,0.00101,6.2045,0.41775,-0.030841,0.00505,6.4035,-0.87153,0.78221,0.00698,5.6719,0.015647,-0.76057,0.00087
5.1037,0.78441,-1.6212,0.16361,5.5107,-1.4558,-1.0087,0.00437,5.1303,-0.44272,-2.4816,-0.00082,7.0755,1.3538,-0.35819,0.00184,6.7514,0.30004,0.044007,-0.00261,5.3207,-0.28152,-0.63147,0.00539
4.5273,1.0938,-1.6514,0.14919,4.4594,-1.1951,-2.4475,-0.6652,4.91,-0.028853,-2.444,0.00035,6.2136,0.34721,2.6783,-7e-05,6.1545,0.21578,0.23898,-0.0031,4.7529,-0.2826,-0.7963,-0.00196
4.7653,0.87256,-1.974,-0.02796,4.8211,-1.0157,-2.5647,-0.00815,4.9452,0.048904,-2.4441,-0.00035,5.943,-0.58338,0.38246,-0.00047,5.7979,0.23022,0.13967,-0.00011,4.7457,-0.28865,-1.0965,0.00088
4.8252,0.7698,-1.6571,-0.00991,5.3222,-0.84507,-2.679,0.00437,5.1625,0.16326,-2.3184,0,6.0833,-0.69429,0.44935,-0.00183,6.6843,0.10825,0.23722,-0.00116,4.446,-0.39597,-1.141,-0.00963
5.6353,0.97496,-1.2533,0.02513,5.0024,-0.73714,-2.5216,0.05526,4.6786,0.38487,-2.1194,-0.0001,6.4983,0.60197,2.8627,0.0016,5.7359,-1.3253,1.8273,-0.00044,4.2778,-0.25855,-0.90208,-0.01236
4.8407,0.82992,-1.1155,0.22947,5.4051,-1.0066,-2.3792,0.0227,4.1209,0.19709,-1.8453,0.02697,6.9243,1.115,0.43131,-0.00134,5.6392,-1.2214,1.0118,-0.00607,5.1633,-0.35376,-0.51312,-0.00027
5.0236,0.89702,-1.1368,0.02493,5.4687,-0.97329,-1.64,0.02844,5.3272,0.30829,-1.6914,-0.00085,5.5063,0.15803,-3.0056,0.00058,6.6641,-0.74898,-2.8452,-0.00027,5.4398,-1.0764,0.31014,-0.00492
5.5341,0.91634,-1.2745,0.00023,5.3854,-0.89069,-1.1095,0.08176,5.7568,0.28191,-1.8601,-0.00028,5.9949,-0.085238,-3.025,0.00181,6.2828,-0.93195,-2.7749,-0.00171,6.1851,0.20709,-0.51476,0.00152
4.7636,-0.93636,-0.9446,0.18337,5.5384,0.14833,-1.8912,-0.00138,6.0701,-0.081879,-2.9291,-0.00154,5.4487,-1.0544,-3.0257,0.00092,7.077,0.5268,1.0366,0.00073,6.3495,0.19737,-0.42731,0.00171
4.8585,0.58084,-1.145,-0.01936,4.9158,-1.3032,-0.8957,-0.06458,5.4558,-0.065039,-1.8667,-0.01063,6.1823,-0.071793,-3.0142,-0.00176,6.4229,-0.16023,-0.44059,0.00122,5.2689,0.93701,-2.5686,0.00767
4.6735,0.46071,-1.0439,-0.0305,5.1291,-1.2583,-2.0075,-0.03643,5.2022,0.14888,-1.9313,-0.01493,6.315,0.23376,-2.9828,0.0002,6.2894,-1.0989,1.013,-0.00142,5.1542,1.1703,-2.6329,-0.00234
4.6707,0.4674,-0.8563,0.00229,5.5898,-1.1999,-1.5092,0.03625,4.7419,0.023555,-1.6205,-0.0361,7.0019,1.0635,1.2876,0.00077,6.3068,-0.42344,-0.48556,-0.00015,4.6544,1.2879,-2.3584,-0.03444
5.5176,-1.0137,-1.0648,0.055,5.1904,0.074595,-1.3537,-0.00317,5.909,0.10456,-2.5511,-6e-05,5.711,-0.9909,-2.8676,0.00034,5.401,-1.0102,0.56263,-0.00469,5.0339,1.26,-2.2059,-0.00884
5.8822,-0.78489,-0.62262,0.01153,5.7783,0.2452,-1.0762,-0.00296,4.701,-0.076394,-2.2282,0.00101,5.0718,-1.1195,-2.0818,0.00319,7.0119,-0.81507,2.4107,-0.00057,4.7626,1.3741,-2.7152,0.01912
5.2904,-0.53256,-0.47392,0.00245,5.9335,0.47755,-1.1142,-4e-05,4.6392,0.1787,-2.1564,-0.02511,4.4062,-1.1155,-1.7659,0.01074,6.4395,-0.92115,2.3082,-0.00061,5.4477,1.3609,2.9952,0.00209
6.4769,-0.5918,3.0012,-0.00312,6.8993,0.3744,2.9783,0.00495,5.2377,-0.61039,-0.29924,0.00614,5.0051,0.26506,-1.2205,-0.00142,4.2997,-0.18964,-2.2017,0.00419,4.7569,1.2134,-2.9319,-0.01073
5.8506,-0.77806,-0.33012,-0.00036,4.856,0.053578,-1.2563,-0.00604,4.089,-0.36556,-2.284,0.01335,7.2597,-0.67471,2.1315,0.004,6.4979,0.02247,-0.29013,0.00795,4.6627,1.2667,-2.6528,-0.01879
6.221,-0.8411,-0.34129,0.00437,5.5506,0.061963,-1.2193,-0.00742,4.7459,-0.36353,-2.2137,0.00017,5.5634,-1.1784,-2.5578,0.00055,7.3715,-0.72714,2.2391,-0.00044,4.5928,1.3231,-2.003,0.00116
5.8696,0.66951,2.9499,0.0085,5.8964,-0.86,-0.50698,-0.00054,5.9618,0.17976,-1.2125,-0.00066,5.7858,-0.32387,-2.1509,0.00172,5.6968,-1.0007,-2.7325,0.00028,4.4573,1.338,-1.8511,-0.03714
5.3948,-0.76772,-0.75583,4e-05,5.8599,0.22534,-1.2492,-0.00017,7.2084,-0.60913,2.4631,0.00117,5.2808,-0.85172,0.92404,-0.00018,6.9295,-0.14317,-0.26532,0.00248,4.7477,1.4303,-2.3781,0.03516
5.7099,-1.1272,-0.71018,0.00025,6.1867,-0.00149,-1.2782,-0.00015,6.9802,0.60383,0.95305,-0.00622,6.5893,-0.84367,1.1891,-0.00036,6.4456,-0.34743,-0.25234,0.01265,4.2195,1.2238,-1.6137,0.01441
5.0086,-0.98972,-0.6131,0.00554,6.2881,0.1555,-1.1043,0.00047,6.6216,-0.11362,-2.1224,-0.00064,7.33,-0.5864,2.5549,0.00014,6.6665,-0.80324,1.222,-0.00227,4.9463,1.3728,-1.1669,-0.00844
7.0162,-0.099583,3.0799,-0.00101,7.2423,-1.1779,2.2472,0.01368,4.7262,-1.0083,-0.5296,0.03197,6.3803,0.13959,-1.1865,-0.00011,6.0913,-0.22985,-2.2431,-0.00137,5.1676,1.3907,-1.4582,0.01588
7.2341,-1.0725,2.2391,0.00041,4.4077,-1.1522,-0.63103,-0.05255,6.5328,-0.067731,-1.3635,-0.00053,5.2873,-0.38977,-2.3443,0.00994,7.4063,0.67854,1.1294,-0.00078,4.7253,1.3668,-1.5096,0.05465
6.8768,0.12099,-3.1152,0.00039,6.7954,-1.1337,2.8356,0.00327,6.4093,0.94897,3.0118,0.00439,4.2676,-0.62323,-1.198,0.00357,5.6608,0.20535,-2.3459,0.01024,5.5425,1.2666,-0.29532,0.00131
6.723,0.21907,3.0107,0.0368,7.1139,-0.96716,2.71,0.00196,5.9774,1.021,2.9417,0.01251,4.4871,-0.77765,-1.3917,-0.05393,5.1346,0.32825,-2.5161,-0.01812,5.8021,-0.15824,-0.5196,-0.00143
6.8088,-0.9198,2.843,0.00684,5.9965,-0.79417,-0.057127,0.00032,3.9147,-0.62962,-1.4092,-0.04104,5.4374,0.43687,-2.456,0.00022,5.6824,0.15185,-0.52721,0.00058,5.4367,1.2377,-0.1519,-0.0022
5.6713,-0.62368,-0.069128,0.00616,6.1102,0.87814,2.9044,0.02358,4.2174,-0.86307,-1.641,0.05113,5.7281,0.18759,-2.4016,3e-05,5.9611,0.0988,-0.63887,-0.00262,4.8563,1.2977,-0.86713,-0.01328
4.9885,-0.70369,-0.40092,-0.00049,6.2618,1.029,2.8179,0.00234,4.6122,-0.67676,-2.0143,-0.00459,5.9264,0.35191,-2.3123,-0.0003,6.2323,-0.028025,-0.89304,-0.00094,4.3806,1.1843,-0.82908,0.12594
4.3804,-0.55813,-0.61592,-0.0022,4.1421,-0.36465,-1.9569,-0.01393,6.64,0.63027,-2.312,0.00014,5.6353,-1.0066,0.77993,-0.00645,6.9602,0.16981,0.024851,0.0016,4.6147,1.0772,-0.8092,-0.01685
4.5331,-0.55659,-0.47156,-0.00148,4.1864,-0.3155,-1.9448,-0.01304,5.9083,0.82035,-2.2591,0.00112,5.0748,-0.91051,1.0874,-0.00094,7.1566,0.047221,0.083775,0.00022,4.2463,0.90893,-0.74821,0.01751
4.5091,-0.86609,-0.71123,-0.00506,7.2991,1.3785,2.3614,0.00279,4.3691,-0.33378,-2.1363,-0.0165,5.9024,0.79665,-2.5363,-0.00237,5.4334,-1.0532,1.3121,-0.01329,3.861,0.81666,-1.0536,0.01007
3.9807,-0.91968,-0.39142,-0.0178,4.4456,-0.25756,-1.942,0.00873,5.9719,0.78326,-2.4113,-0.00046,5.7019,-0.99433,1.4401,-0.01363,6.5801,0.059026,0.13103,-0.00794,4.6541,0.82205,-0.88861,-0.03266
5.1767,-1.1483,-0.17253,0.00033,5.5824,1.4818,-1.2667,-0.00037,4.8794,-0.37669,-1.7702,-0.00717,5.4607,0.74086,-2.0443,-0.00233,6.1961,-0.99694,1.5672,-0.00385,4.5914,0.46952,-0.67591,0.00659
4.754,-1.147,-0.48092,0.00237,6.0906,1.5376,1.5849,-0.01131,4.3113,-0.25476,-1.5973,-0.08573,7.2864,0.065298,2.6562,0.0053,5.5058,-0.90956,1.5644,0.05922,5.3595,0.55953,-0.51138,0.00078
6.9872,-0.10471,-3.0057,-0.00085,4.3903,-1.0036,-0.78894,0.27479,4.4139,0.23469,-1.6769,-0.01659,7.4409,0.24815,0.64203,0.00303,5.2872,-0.9937,1.7365,0.07188,6.668,0.73763,-0.47192,3e-05
6.718,-0.18436,-2.9698,0.02498,4.5851,-1.2077,-0.58414,0.00727,3.6308,-0.0075904,-1.6727,-0.06068,7.8105,-0.55456,0.64943,-0.00099,6.1453,-0.90437,1.6693,0.00844,6.9512,0.63973,-0.49624,0.00015
5.1406,-1.2964,-1.399,0.06265,7.3362,1.2849,0.37101,0.02411,3.7896,-0.088369,-1.4408,-0.00027,5.6996,0.78968,-2.3349,0.00045,6.2244,-0.85841,1.8659,0.01243,6.8194,0.4576,-0.40616,-6e-05
6.5605,1.337,2.5621,-0.00325,6.1978,-1.3601,2.995,0.00211,5.5815,1.1246,-0.64527,0.06243,4.4141,-0.45008,-1.7308,0.00391,5.4291,0.59149,-2.4465,0.00077,5.8062,0.03761,-0.71341,0.00087
6.8837,1.1299,2.6842,-0.0029,6.2208,-1.5302,1.5589,0.03281,5.8714,1.2996,-1.2721,0.00232,3.4909,-0.3379,-1.8129,0.21209,5.4571,0.36942,-2.9216,0.00692,5.5543,0.24805,-1.0248,-0.00183
6.0701,-1.2567,-1.0355,0.0028,3.8051,-0.25906,-1.9167,-0.002,6.2195,-0.48851,0.062271,-0.00012,5.7346,0.20329,-2.9436,0.00397,6.0708,-0.9567,0.95323,-0.00013,5.7309,0.45091,-1.2994,-0.00018
6.5208,-1.5451,0.14094,-0.00049,5.8403,1.0545,-2.0161,0.01875,4.5468,-0.61941,-2.0708,-0.00277,6.8998,-0.6698,0.10255,-0.00021,5.4261,0.20185,-2.8591,0.003,5.2396,0.11783,-1.3719,0.00054
5.8949,-1.4542,3.0876,-0.0198,5.6131,1.243,-1.8728,0.01281,4.7143,-0.69059,-2.1982,-0.00636,7.2168,-0.83065,0.13508,-0.00014,5.241,0.35436,-3.0115,0.00618,4.7835,0.08401,-1.3011,0.00158
5.2434,-1.4115,-0.040899,-0.04828,5.4412,1.3289,-2.7576,-0.00158,4.284,-0.64104,-2.0157,-0.0324,6.1849,0.42122,-2.0696,-0.00018,5.5066,0.24757,-3.047,0.02195,4.9225,0.41797,-1.1861,-0.00327
6.3638,0.90153,3.0385,0.00743,6.7345,-1.4395,2.2118,-0.00068,4.8539,1.1868,-1.8466,0.1242,4.9871,-0.68209,-2.0595,0.00386,5.7076,0.070073,-2.9922,0.00018,5.093,0.14829,-1.1891,-0.01487
6.2979,-1.3021,-2.9322,-0.00031,5.8033,1.3144,-1.4498,0.02181,4.4921,-0.4368,-2.2004,-0.00433,6.3232,0.49874,0.033752,0.01213,6.4672,0.38366,-3.0032,-0.001,5.1739,0.35608,-1.191,-0.01169
6.179,-1.2415,-2.75,0.00769,5.8275,1.3267,-1.5088,0.03822,4.2057,-0.43309,-2.1582,-0.04743,6.1398,0.47768,-0.022753,0.00474,6.7562,0.51802,-3.0394,-0.00244,5.1611,0.28677,-1.0921,-0.01118
6.2006,-1.3333,-2.7115,0.00991,5.7976,1.4099,-2.083,0.05709,4.136,-0.32699,-2.1858,0.00399,6.5227,0.62147,-0.11204,-0.00123,6.3078,0.60766,-2.0101,0.00276,4.9978,0.35372,-1.0041,-0.00765
6.1216,-1.2534,-2.3427,-0.00143,5.4126,1.5078,-1.722,0.0157,4.8985,-0.33099,-2.1712,-8e-05,6.5754,0.59724,-0.21983,-0.00078,6.3617,0.6365,-1.9004,0.00026,4.8356,0.36749,-1.0264,0.0009
5.9897,-0.00072822,-3.0335,0.00567,5.0934,-0.93519,-1.9761,0.1012,6.7918,1.283,0.27937,0.0411,4.971,0.29314,-1.9237,-0.01628,5.2723,-1.0902,1.5395,0.03533,4.9513,0.53007,-0.62926,-0.00591
5.5684,-0.0048317,-3.0541,0.00644,4.9086,-1.0227,-2.0555,-0.02776,6.2608,1.4031,0.14963,0.00175,4.3443,0.36144,-2.0816,0.02949,6.2,-0.51912,-1.1669,-0.00035,4.2105,0.43058,-0.56123,0.01301
5.8559,-0.23965,-3.0753,0.00748,4.3681,-1.1547,-1.5073,-0.01119,4.684,0.31587,-2.1915,0.19892,6.1654,-0.89295,2.3354,-0.00079,5.5442,-0.90861,1.3001,0.02502,5.3456,0.72097,-0.79579,-0.001
6.3473,-0.30394,3.1102,0.00181,4.9127,-1.1941,-2.1834,-0.02461,6.267,1.4518,-1.1351,0.00148,5.0988,0.14663,-2.2866,0.00394,6.8713,-0.52795,-1.1089,-7e-05,4.6592,0.5655,-0.89242,-0.00114
4.803,-1.0642,-2.2066,0.00336,6.4739,1.3967,0.048504,-0.00473,5.1231,0.23925,-2.1083,0.02433,5.5213,-0.91856,1.818,0.00573,6.5438,-0.5601,-0.90098,0.00044,4.7183,0.40914,-0.53397,0.00086
3.7937,-1.1367,-2.0505,-0.032,6.6507,1.376,0.88858,0.00603,4.801,0.14214,-2.1639,-0.02457,6.4753,1.0614,-1.7335,0.00093,5.6746,-0.75284,1.6795,0.00927,5.2273,0.43503,-0.54293,-0.00015
4.6962,-1.405,-1.6116,0.18299,5.818,1.4149,1.7065,0.01111,5.1275,-0.098136,-2.3339,-0.01319,5.1929,0.95693,-2.1863,0.09641,6.7093,0.093386,2.9517,0.00125,4.7238,0.40826,-0.7611,-0.00069
4.2621,-1.3258,-1.5189,-0.03855,6.6681,1.2507,1.8457,0.08829,5.373,0.10986,-2.2691,0.00426,5.7484,1.1044,-2.4302,0.02946,7.5676,-1.1158,2.0545,-0.00039,4.8873,0.74411,-0.75394,0.00083
4.806,-1.3446,-2.9455,0.0184,6.0593,1.4371,1.0722,0.01966,5.3579,-0.067862,-2.2677,0.00084,6.2637,0.67291,1.6773,-0.002,5.3039,0.95222,-2.0009,0.00207,4.9518,0.44635,-0.68739,0.00103
4.1104,-1.3119,-2.1486,0.11643,6.7584,1.4006,1.1237,-0.00192,5.6725,0.08629,-2.344,0.00024,6.0619,1.056,-1.986,0.01021,7.1973,-0.89694,2.3416,0.00612,5.722,0.5648,-0.70402,0.00772
4.72,-1.3345,-2.4298,0.00776,6.0271,1.5065,1.8775,-0.00714,6.1913,0.79645,-2.2194,0.00011,7.3645,-0.87118,2.0891,0.00237,6.379,0.26069,3.1293,-0.00169,5.0859,0.36327,-1.1369,-0.00431
4.122,-1.1506,-2.2652,-0.06788,6.1219,1.3508,1.6072,-0.00736,6.7279,0.90288,-2.2701,0.00011,6.5262,-0.92623,2.221,-0.00212,6.4772,0.43529,2.9634,-0.02738,5.0302,0.48862,-1.2296,0.04639
3.9023,-0.98561,-1.8277,0.03148,5.3747,1.4194,1.0095,-0.00283,6.3306,0.82418,-2.2252,0.00277,5.8769,-1.0451,2.2239,-0.00052,6.2171,-0.12159,-0.32891,0.01408,5.0082,0.43248,-1.1952,0.00424
7.6578,0.30345,0.39748,0.01553,4.9434,-1.2601,-2.0101,0.00083,4.4044,1.0657,-2.6047,-0.09317,5.2994,0.25474,-2.3842,-0.00504,6.783,-1.0611,1.687,-0.00047,4.5614,0.032377,-1.3412,-0.01343
4.6258,-1.0932,-2.1478,0.41053,4.6752,1.1629,-2.5478,-0.03938,5.3779,0.15868,-2.3747,-0.01214,6.5754,-1.1615,1.7634,0.0211,6.3041,0.12722,2.9185,0.00677,4.957,0.08652,-1.459,0.01286
4.8131,-1.1159,-2.1711,0.12042,4.4873,1.2789,-2.7782,-0.03003,5.4438,0.21263,-2.3874,-0.01003,6.8898,-1.1246,1.8401,-0.00102,6.0568,-0.79821,0.16267,-0.00029,5.0512,0.076963,-1.4844,0.0004
5.2909,-1.1735,-1.9538,0.11512,4.7271,1.3966,-3.0997,0.15116,5.4045,0.22729,-2.4629,-0.00533,6.2132,0.17627,2.8438,0.00609,6.432,-1.0216,0.15149,0.00233,4.6792,-0.00049917,-1.4949,-0.00076
4.6314,-1.0644,-1.8303,0.05855,5.7052,1.4454,-1.5351,0.01416,5.0361,0.36504,-2.5704,-0.00593,6.4276,-1.1449,2.2141,0.0086,5.9256,-0.41299,-0.73231,-0.0015,4.8004,0.19347,-1.4258,-0.00144
4.6925,-1.0805,-1.8,-0.00139,5.0214,1.4897,2.3232,0.00127,6.2209,-0.62271,-3.067,-0.00635,4.6465,0.242,-2.4881,0.00092,5.6582,-0.35591,-0.5915,-0.01082,4.1746,0.3679,-1.3778,0.00293
4.7224,-1.1902,-1.7524,-0.00097,5.0396,1.4666,2.2066,0.13145,4.9439,0.22962,-2.5552,0.00229,7.118,0.064859,2.919,-0.00078,6.328,-0.38877,-0.56227,-0.0006,4.4334,0.39491,-1.2188,0.03833
7.232,0.090502,0.24496,-0.0094,3.7479,-1.3948,-1.6087,-0.04105,5.0922,1.3542,-2.3224,0.01424,4.979,0.21846,-2.5371,-0.02371,6.5304,-0.39238,-0.49115,0.00076,4.7356,0.2066,-1.0955,0.00061
4.0646,-1.3394,-0.80335,-0.00881,4.9315,1.1349,-2.2351,-0.00528,4.5008,0.016335,-2.5321,0.00751,6.9538,-0.94782,1.7755,-0.00212,7.9241,-0.8485,0.66503,0.00335,4.2778,0.28107,-1.1878,0.00298
4.0894,-1.3785,-0.59618,0.09845,5.9277,1.2051,-2.065,-0.00205,4.4631,0.078331,-2.5594,0.00995,6.7644,-0.83088,1.6292,-0.00066,7.3735,-0.69299,0.70554,-0.00065,3.6995,0.24486,-1.3173,0.17639
6.2787,1.1446,2.1707,0.01909,4.1665,-1.3982,-0.011164,-0.00466,5.2007,1.1813,-1.5369,0.20426,4.4242,-0.070653,-2.3373,0.00767,5.8808,0.027452,3.0412,0.08552,4.0029,0.12621,-0.97983,-0.00261
6.3194,1.161,2.7147,-0.01403,4.061,-1.4509,-0.29948,0.00433,4.8733,1.0022,-1.9052,0.32576,4.974,-0.1308,-2.4005,0.0012,8.0663,0.8788,2.1437,-0.00064,4.0001,0.012611,-1.0921,0.00918
5.8151,1.3344,-2.98,-0.00377,3.6656,-1.5057,0.79094,-0.1862,4.8583,0.86448,-1.662,0.15312,5.5439,-0.2227,-2.4407,-0.00039,6.8357,0.91584,2.0376,0.00143,4.3661,-0.18913,-1.2044,0.00268
3.9661,-1.4103,-1.7442,-0.02343,5.0007,0.8708,-1.5968,0.27949,7.3791,0.8702,0.17756,0.08383,6.7033,0.74272,1.8357,-0.00141,6.4976,-0.6553,-0.2195,-0.00046,4.7032,-0.038245,-1.3678,0.00576
6.2176,1.2317,2.0937,-0.005,3.5763,-1.0402,-1.3804,0.30979,4.9831,1.1094,-1.5171,0.2136,7.3347,0.92678,0.28616,-0.00639,6.432,-0.19951,-2.4081,-8e-05,5.0804,0.10842,-1.3657,-0.00022
3.3735,-1.074,-1.31,0.50513,4.9767,1.2288,-1.8921,-0.02998,5.9388,-0.17501,-2.4643,-0.0002,7.4469,-0.73065,1.7183,-0.00194,6.2306,-0.33867,-0.39072,0.00395,5.2763,0.1734,-1.5108,-0.0002
4.4193,-1.1355,-1.0977,0.00963,4.3692,1.1048,-1.8937,-0.07921,6.6407,-0.58229,2.4433,0.00057,7.7869,0.66872,1.8902,-0.00019,6.6574,0.7457,-0.65165,-0.00168,5.0614,-0.0064231,-1.4733,8e-05
7.265,0.33065,0.23789,0.00521,4.5119,-1.1064,-0.73272,-0.00073,4.8037,0.92323,-1.8439,-0.02456,4.9581,-0.41273,-2.3478,-0.01856,6.232,0.7205,-0.58901,0.00296,4.5744,-0.035154,-1.3731,0.00096
6.6054,0.4516,-2.8533,0.00041,4.7241,-1.316,-0.67077,0.00281,4.7101,0.87243,-1.795,-0.00533,5.9599,-0.38703,-2.2736,-0.00011,7.7121,0.80945,1.9074,-0.0039,6.5448,0.51095,-0.58095,0.00035
4.9743,-1.4073,-0.47336,-0.00794,5.0906,0.97421,-1.8341,-0.00718,6.005,-0.42852,-2.2909,-5e-05,7.6169,0.75759,1.8162,-0.00096,6.665,0.47685,-0.52744,-0.00027,5.0846,-0.36823,-1.1376,-0.00665
6.0387,0.41278,-3.1004,0.02068,4.2461,-1.184,-0.86299,-0.05414,6.0039,1.1695,-2.3545,0.0132,5.1598,-0.32455,-2.2304,-0.00444,6.7183,0.77771,-0.2649,-0.00103,4.4634,-0.016969,-1.1427,-0.07481
5.8546,0.48479,3.0326,-0.01745,3.6114,-1.277,-1.2959,0.19753,5.1443,-0.29529,-2.3553,-0.02719,6.903,-0.21497,2.982,-0.00109,6.5527,-0.13713,-0.34027,-5e-05,4.594,0.16878,-1.363,-0.00025
7.3143,0.57869,2.9153,-0.00421,3.8345,-1.2026,-1.5274,0.04296,7.5193,0.63537,0.92071,-0.00241,5.4527,0.023689,-2.419,-0.00388,6.1718,-0.03766,-0.36573,0.00611,4.4909,0.54193,-1.4391,8e-05
6.5386,-0.56924,1.6082,-0.00331,3.9837,-1.1979,-1.2825,0.10726,5.3165,-0.099214,-2.4255,0.00367,6.6109,0.055405,-0.32335,0.00423,6.5856,1.254,-0.016673,-0.00153,4.6821,0.51578,-1.5309,-0.01389
