Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6
4.4727,1.0311,-1.5591,-0.05308,5.8708,-1.0185,-0.21195,-0.00387,6.1321,-0.93099,1.5243,0.06971,4.2027,-0.25184,-1.6996,-0.0005,5.213,0.28816,-0.78236,-0.01438,6.0164,1.1925,1.8207,-0.00219
5.8548,-0.25356,-2.4256,0.00033,5.1689,1.2797,-1.5189,0.0129,5.6504,-0.77668,-0.45797,0.00027,6.1291,-1.1412,1.378,0.0032,4.0035,0.17091,-1.5359,0.00805,6.0576,0.66466,-0.50285,0.00086
7.1526,0.13448,-1.0351,5e-05,4.8289,0.14416,-2.4861,0.00061,4.2613,-0.5294,-0.58209,-0.02908,4.9793,-1.3773,1.3125,-0.00243,4.276,0.74164,-1.4542,-0.01854,6.5036,0.72854,-0.14126,-0.00641
4.6114,0.083213,-2.4777,0.00244,6.2033,1.4095,0.69897,0.04747,4.2074,-0.4606,-0.76297,0.00613,4.3708,-1.3557,0.69233,0.053,5.0667,0.86616,-1.2872,0.13517,6.4048,0.71083,-0.12008,-0.00222
5.2151,-0.21859,-2.6713,0.00377,5.2066,1.4308,-0.83543,0.02446,4.0107,-0.60935,-0.86535,0.02033,5.1816,-1.217,1.0901,-0.0118,4.5739,0.38841,-1.5696,0.03872,5.9633,0.62173,-0.44732,-0.0002
5.8053,-0.22351,-2.6691,0.00145,4.7831,1.0915,-1.0142,0.04756,4.6652,-0.99068,-0.98262,0.01103,5.3238,-0.9867,1.3417,-0.00991,4.7513,-0.0057724,-1.7131,0.02859,6.0502,0.32232,-0.63499,0.00017
5.3067,0.16676,-2.6066,0.00107,5.1801,1.1697,-0.44609,-0.00061,3.0746,-0.8339,-1.0428,0.36285,6.274,-0.69197,-2.9265,0.0004,5.3864,0.23691,-1.617,-0.00043,6.2906,0.28566,-0.43032,-0.00072
5.185,0.069694,-2.5382,-0.03678,4.247,0.94237,-0.62668,0.02809,4.078,-0.92679,-1.053,0.01257,7.0921,-0.75766,-2.9407,-9e-05,5.389,-1.0488,1.479,0.01793,6.5013,0.065827,-0.57862,0.00145
5.2627,-0.13868,-2.3076,-0.00337,5.2024,0.69613,-0.48144,0.00159,4.433,-0.70614,-0.79532,0.01436,6.4068,-0.80573,-2.6823,-0.0026,6.0409,0.11669,-1.4784,0.00064,6.9019,0.072094,-0.55485,-0.00027
5.6223,-0.12517,-2.3634,-0.00321,6.1499,0.87169,-0.84222,-0.00013,4.4877,-0.69495,-1.0293,-0.00695,6.4681,-0.87483,-2.9386,-0.00101,5.6825,-1.1453,1.306,-7e-05,6.5262,0.16973,-0.60179,-0.00117
6.1998,-0.2083,-2.5093,-0.00532,4.5139,-0.79423,-1.1878,-0.02232,6.8108,-0.8259,-3.1253,-0.00368,5.9369,-0.83681,1.148,0.00089,5.5248,0.02518,-1.8167,0.00376,4.9831,0.33967,-0.63417,-0.02569
6.4981,-0.25088,-2.7707,0.0039,3.8276,-0.77333,-1.5102,-0.00021,7.1669,-0.86865,3.0856,-0.00257,7.1779,1.1039,0.33264,0.02075,4.9051,0.005154,-2.0763,0.0113,4.7388,0.47495,-0.8048,-0.00024
7.5998,-0.070956,-1.2705,1e-05,6.3222,-0.1528,-2.8863,0.00057,3.7522,-0.62494,-1.4476,-0.03461,7.3716,-0.8381,-3.1313,4e-05,4.5066,0.20851,-2.1028,-0.00385,4.4018,0.71167,-0.62491,-0.02064
4.0984,-0.76192,-1.3318,-0.0372,7.2338,-0.29478,-0.52278,0.00053,7.4065,-0.87811,3.0686,-0.00011,7.2687,1.2409,0.54829,0.0038,4.5797,0.010421,-2.1664,0.01622,4.3268,0.62211,-0.98745,-0.02769
3.9315,-0.97295,-1.3128,0.08037,7.5419,-0.91446,3.0464,-1e-05,6.1901,1.151,0.10506,-0.00443,5.7256,-0.87503,1.0761,0.00637,4.4594,-0.17667,-2.2399,0.01131,4.5853,0.31867,-1.0748,-0.00018
6.5349,-0.1334,-2.7576,0.0039,6.799,0.80667,-1.2799,-3e-05,4.016,-0.96146,-1.3337,0.00224,6.4448,0.90338,0.1173,-0.00828,4.4827,-0.076725,-2.0903,-0.00165,5.1997,0.17937,-0.79428,-0.00064
6.5565,0.61738,-1.0996,-6e-05,4.5591,-1.0667,-1.2641,-0.02032,6.659,0.75522,0.062027,0.0038,6.2127,-0.71088,1.5382,-0.00265,4.1709,-0.29326,-2.1137,0.00741,5.0437,0.019466,-0.62061,-0.01168
7.0127,-0.78549,-2.5386,-0.00012,3.8498,-0.713,-1.472,-0.06934,7.5198,-0.76463,2.8578,0.00455,5.9795,-0.86234,1.291,0.00028,4.4824,0.070389,-2.5132,0.02653,4.797,0.3706,-0.78827,-0.03147
6.4307,1.0714,-2.5529,0.00058,3.955,-1.1771,-1.8579,0.03355,8.1465,-0.60081,2.5318,0.00328,6.1079,-0.75259,1.3611,-0.00551,4.5734,0.10215,-2.6903,0.03021,4.6459,0.16943,-0.90209,-0.0647
6.7429,-0.5785,-2.8919,0.0001,6.1877,1.1569,-1.9884,0.00014,4.4405,-1.0481,-1.8681,0.04644,6.4786,-0.10292,-1.3304,-4e-05,4.334,0.34826,-2.4147,0.01486,4.7492,0.063417,-0.78404,0.01158
6.1112,1.1218,-1.5325,-0.00055,4.3277,-0.82013,-2.0374,-0.05119,6.4102,-0.22771,-1.2729,-0.00026,4.2601,0.55668,-2.3145,-0.03318,4.1785,0.063197,-0.6776,-0.04025,6.9424,0.58853,1.9023,0.00527
6.7307,1.2172,3.0466,0.01247,5.245,0.83221,-1.6712,0.00435,4.7874,-1.0524,-2.1659,-0.0653,4.1774,0.20672,-2.5328,-0.01498,4.3047,-0.198,-0.68774,0.0016,6.2179,1.1566,0.55244,0.00159
4.6757,0.7473,-1.5912,0.07039,4.5911,-1.1455,-1.8037,-0.18429,7.0189,-0.29048,2.3945,0.00058,4.7358,0.06711,-2.5074,-0.01568,4.8976,-0.27438,-0.73465,0.00637,5.2432,1.2319,0.12352,0.00995
5.0191,0.78236,-1.5106,-0.01083,6.9056,-0.43192,-0.038403,-0.00034,4.6926,-1.0975,-1.848,-0.165,4.4899,-0.022541,-2.4775,0.00178,6.0365,-0.13368,-0.85249,0.00106,5.4275,1.2455,0.035841,-0.00417
5.5578,1.1135,-1.282,-0.00365,6.1688,-0.46816,-0.11769,-0.00032,4.3663,-0.61709,-2.0133,-0.01861,5.9738,-0.77616,1.6979,-0.00029,4.3651,0.31614,-2.5903,-0.00937,6.0875,0.23626,-0.85117,-0.00073
4.5151,0.78369,-1.4703,-0.01132,4.5601,-0.62989,-2.5204,0.00061,6.8257,-1.183,-1.4537,5e-05,7.0798,-0.010256,-1.8964,-2e-05,5.2379,0.34196,-2.7815,0.00342,5.6936,-0.048107,-1.0247,0.00129
3.983,0.80915,-1.8984,-0.05015,4.4518,-0.7967,-2.5047,-0.00318,6.4216,-1.1827,-1.0339,0.0001,7.8208,-0.23959,2.4116,-0.00277,5.2043,0.20232,-2.9634,0.01512,5.373,-0.036412,-1.1462,-0.00016
4.7612,1.1919,-1.9368,-0.01421,6.1596,-0.55612,-0.093535,-0.0024,4.5464,-0.6833,-2.3414,-0.01377,6.4958,0.30181,-1.9656,1e-05,5.4147,0.28691,-2.9592,-0.00312,4.8926,0.13299,-1.0768,0.00204
5.4981,-1.2471,2.2253,-0.01413,5.0107,1.33,-2.6255,0.14553,5.791,-0.32744,-0.33635,-0.00253,4.7496,-0.41375,-2.2485,0.06589,6.0656,0.2964,-3.0521,-0.00978,3.9425,0.49118,-1.1535,0.03224
5.1331,-1.4659,2.1492,-0.15545,5.0351,1.2338,-2.636,-0.00261,6.1878,-0.20703,-0.24025,-0.00054,4.8298,-0.34698,-2.0086,-0.00326,6.4787,0.29081,-2.9718,-0.00099,4.389,0.41272,-1.0102,0.0069
5.9592,-1.1979,1.7388,-0.00288,4.3866,1.1653,-2.1,-0.06914,5.002,-0.43616,-1.6262,-0.00609,7.2941,-0.60996,2.2989,2e-05,6.06,0.36287,-2.637,0.00012,4.7361,0.23747,-0.69205,0.01494
5.2548,-1.24,1.3442,0.00634,5.2371,1.3468,-2.245,-0.00987,4.6364,-0.015509,-1.5798,0.02283,7.4759,-0.63051,2.3571,-0.00109,6.0922,0.49298,-2.6147,-9e-05,5.6929,0.51997,-0.59456,0.00066
4.6177,-1.4192,0.44407,0.09862,6.0452,1.3642,2.5315,0.00517,5.1067,0.37774,-1.8106,-0.00222,5.1843,-0.45357,-0.5958,-0.00053,6.2626,0.77543,-0.48738,0.00571,6.2498,0.6698,1.5239,0.00628
4.6985,-1.3308,2.5745,0.0063,6.6726,-0.72057,-2.2144,0.00023,6.7058,-0.53562,3.1381,-0.00103,5.4098,0.33581,-2.1111,-0.0002,4.7533,-0.68041,-1.0278,-0.00962,5.8452,0.83457,-0.70626,0.03181
5.3295,-1.3291,1.7683,-0.00226,6.6683,1.3394,1.8336,0.01663,5.292,0.1336,-2.3213,0.00048,7.3806,0.28399,-1.6822,1e-05,4.4649,-0.51685,-1.0971,-0.12038,5.7528,1.0078,-0.99276,0.03035
5.831,-1.1178,1.3959,-0.01062,6.085,1.5488,2.4212,0.0063,5.4494,0.084667,-0.34814,0.0012,4.9736,-0.29127,-2.3674,-0.00173,5.052,-0.54765,-1.0642,0.02081,5.2242,0.78029,-1.2807,0.04066
6.1362,-1.004,1.6899,0.02383,5.4654,1.3313,-0.91772,0.02068,4.9125,-0.20106,-0.42118,0.00061,4.7906,-0.43264,-2.4985,-0.00192,5.9255,-0.74466,-1.3073,0.0239,4.4648,0.61086,-1.4107,-0.01454
6.1127,-1.0251,2.0093,0.03777,4.3155,-0.2399,-0.65776,0.02252,5.1335,-0.22193,-2.7074,0.00038,5.5394,-0.71141,-1.6234,0.01181,6.6734,0.67604,0.15676,-0.00549,4.6407,0.79498,-1.7158,-0.01987
5.3508,-1.0899,2.0289,0.00276,5.7706,1.3631,2.2926,0.01922,4.6199,-0.10867,-0.59204,0.03041,5.2842,-0.19036,-2.7594,-0.00478,4.8475,-0.71166,-1.5931,-0.01409,4.802,1.0105,-1.8747,0.01235
4.805,-1.1663,2.131,0.01051,5.2525,0.0071538,-0.34573,0.0005,5.3047,-0.16793,-2.3854,0.00048,7.0989,0.13995,-1.784,0.00027,4.4052,-0.67483,-1.0698,0.02213,5.3582,1.0117,-1.4909,0.01109
6.2371,-0.98727,2.0529,-0.00062,6.3869,1.5276,2.157,-0.0073,5.3137,-0.23596,-0.45096,-0.00072,5.3015,-0.28466,-2.4472,0.0086,4.4507,-0.93213,-1.1941,-0.08528,4.9638,0.75298,-1.3086,0.04584
6.6096,-0.74137,2.0058,-0.00193,4.9946,-0.33157,-2.5384,-0.00849,6.9764,-0.15618,-1.8254,2e-05,4.668,-1.0681,-1.1535,-0.00373,4.618,0.5903,-2.4929,-0.00792,4.6659,0.53987,-1.0758,-0.01875
6.2672,-0.8518,1.8501,0.00176,6.0511,1.3939,-1.2818,0.00333,5.6929,-0.39731,-2.5704,-0.00248,4.7427,-0.93269,-0.92946,-0.0378,4.9283,0.5008,-2.3992,0.00058,4.228,0.37096,-0.94911,-0.00598
6.1701,1.3492,-2.0063,9e-05,5.1861,-0.42875,-2.778,0.0043,7.129,-0.25674,-1.8995,7e-05,4.5523,-0.62941,-1.0625,-0.03109,4.6527,0.47701,-2.4219,0.03806,4.4158,0.48603,-1.0559,-0.0157
5.4666,-1.0706,1.0903,0.01397,5.4743,-0.12329,-2.5486,-0.00093,6.3437,0.10821,-1.8149,0.00081,4.9838,-0.12039,-0.96676,0.0092,5.1455,0.62619,-2.5697,0.01401,5.3019,0.85946,-0.87214,0.05343
7.0121,1.2445,3.073,0.01153,5.8792,0.11619,-0.099324,0.01357,6.3439,-0.23431,-2.6893,0.01303,6.2683,-0.041243,-1.9751,-0.00021,4.3749,-0.19257,-1.0159,-0.01003,5.0088,1.0236,-1.1815,0.18337
5.992,-0.81644,1.4525,0.00266,5.1231,0.050192,-0.3138,0.00648,7.7365,-0.18709,-2.9838,0.00232,6.2132,-0.16901,-2.2052,-0.00054,4.2452,-0.27378,-1.4304,-0.00909,4.5629,0.91026,-1.5477,0.7936
4.9226,0.1774,-0.34737,0.00773,6.0388,-0.20622,-2.3563,0.00019,5.1066,-0.33044,-1.5477,0.01899,6.4866,-0.71038,-0.58472,0.00093,4.9877,0.77316,-1.8334,0.27449,7.4689,0.9319,1.8285,-0.00558
5.7237,-0.71489,1.643,-0.01023,5.3272,0.5205,-0.43233,-0.00239,5.9701,0.055208,-2.383,2e-05,5.0353,-0.016972,-1.4638,0.02919,5.3558,-0.37492,-0.43399,0.0048,6.2953,0.9451,-2.0039,0.00065
6.4101,-0.93224,-1.4891,0.00076,6.3642,-0.69339,1.7582,-0.00733,5.1597,0.45722,-0.49739,-0.0051,5.5484,-0.071839,-2.4679,-0.00054,4.8136,-0.15756,-1.4163,-0.01689,6.0723,0.83668,-2.0115,3e-05
5.9047,-1.0948,-0.43169,-0.00549,4.4338,0.51849,-0.66302,0.17441,5.6053,-0.40646,-2.5402,0.0043,4.4892,-0.35734,-1.5343,-0.03029,6.1714,-0.32874,-0.18183,-0.0026,5.4814,0.60958,-2.1915,0.0012
6.9839,0.75281,-0.049286,0.0457,4.4011,0.77178,-1.0026,0.08687,7.5372,-1.0128,2.386,0.00064,5.7614,-0.66307,-2.6197,0.00185,5.1074,-0.56269,-1.5539,0.05348,5.7181,0.4209,-2.3785,0.00027
5.7331,-0.75971,0.19161,-0.0016,4.8922,0.79914,-1.1936,0.06502,6.7771,-1.0576,1.7132,0.02712,6.0844,-0.96774,-2.5286,0.00132,5.4021,-0.61734,-1.3321,-0.00146,5.9839,0.10318,-2.4271,0.00039
4.6904,0.76741,-1.3286,0.1955,5.9918,-1.0309,1.3177,0.24529,5.4122,-1.1338,-2.2726,-0.01172,5.1326,-0.62154,-1.1494,0.00096,6.4496,0.89248,2.1486,-0.01547,5.7959,-0.018928,-2.5783,-0.00449
7.5863,0.51225,3.0006,0.04936,4.7887,0.8043,-0.96685,0.00056,5.7371,-1.2523,1.7869,0.03993,4.6991,-0.76494,-2.156,0.26996,4.505,-0.37656,-1.0994,-0.00062,5.2472,0.43155,-2.4444,0.04474
6.6454,-0.19355,-2.861,0.0002,4.7035,0.51811,-0.75705,-0.04101,6.7618,-1.1718,2.0126,0.01246,5.7144,-0.90598,-2.2894,0.00234,5.4804,1.15,1.8168,0.01806,4.9466,0.22123,-2.2355,-0.00541
4.3152,0.71422,-0.73565,-0.02454,6.7336,-1.1134,2.0808,0.00279,5.8404,-0.82918,-2.5068,0.0002,4.8597,-0.76231,-1.2912,0.02095,5.6843,1.023,1.6132,-0.00158,4.5345,0.30252,-2.2899,-0.09509
4.5621,0.59559,-0.86261,-0.04625,6.4648,-1.1436,2.1,0.01153,6.047,-0.91649,-2.4835,0.00037,4.4252,-0.69202,-1.3547,0.00847,5.5516,1.0089,1.6947,-0.00703,4.8434,0.20355,-2.2029,-0.04698
5.708,0.45034,-2.9764,0.00108,4.4311,0.27034,-0.87504,0.01125,6.8823,-0.98542,1.8797,-0.00179,4.8044,-0.91628,-1.2064,0.00667,5.2083,1.2532,1.3923,0.001,5.2031,-0.03814,-2.1384,0.00605
6.0201,0.74074,3.043,0.03465,4.3532,0.47452,-0.78791,-0.04298,6.2996,-1.0067,2.2535,-0.0059,4.6598,-0.83373,-1.4074,0.36193,6.0728,0.78962,1.1308,0.00632,4.273,0.33094,-2.3057,0.00036
6.849,0.53892,2.8331,-0.0158,3.9345,0.52847,-1.0967,0.0288,6.8911,-1.041,1.952,0.01485,4.4974,-0.88948,-1.7545,-0.01569,6.6734,0.77074,1.2089,-0.00025,4.4249,0.096179,-2.509,0.01651
7.1137,0.43708,2.7231,-0.01399,4.1726,0.64176,-1.1559,0.03754,6.412,-1.111,1.8518,0.07733,3.9034,-0.72271,-1.7385,-0.06253,7.1614,0.48133,0.56823,-0.00597,4.3172,0.19887,-2.597,-0.02392
6.6934,0.38685,2.9607,-0.00084,4.7944,0.67593,-1.0871,0.0033,6.3773,-1.031,1.6922,0.11166,3.9241,-0.88953,-1.2853,0.06014,7.9215,-0.69375,2.4911,-0.0005,4.667,0.20654,-2.409,0.00296
6.3834,0.34073,3.0532,-0.00443,5.6477,0.97649,-0.60559,0.00181,6.2061,-1.2694,1.4525,0.00647,3.3397,-0.54082,-1.1313,0.05116,7.3117,-0.69397,2.8057,0.00247,4.8895,0.44552,-2.2378,0.12185
5.6921,0.31958,3.0506,0.01145,5.6768,0.96519,-0.36143,-0.00212,6.8135,-1.2497,0.97294,0.00849,3.6277,-0.41354,-0.91013,0.01555,7.2965,-0.88524,2.7863,0.00069,4.5365,0.48946,-2.1018,0.0256
6.2531,0.97502,-0.75949,0.00169,6.2857,-1.1268,0.4835,-0.00234,6.2959,-1.095,-1.4282,-0.00033,3.9828,-0.25152,-1.0063,-0.00749,6.6559,-1.0962,2.9026,-0.00027,5.7466,0.51939,-2.0737,0.0009
5.6024,0.47323,-2.9961,-0.00184,5.9286,0.5919,-0.68271,0.00215,6.894,-1.197,0.91075,0.01229,7.0184,-1.1289,-1.7556,6e-05,4.5416,-0.48634,-0.84898,0.07759,6.6307,0.5029,-1.9704,0.00152
5.5796,0.94173,-2.708,-0.00755,5.0447,0.37183,-0.48868,-0.02216,7.5373,-1.2352,2.2217,0.00033,6.6853,-0.95476,-2.2798,4e-05,5.1327,-0.87997,-0.79807,0.04062,6.9182,0.45119,-1.6829,-9e-05
7.0971,0.54114,2.6581,0.00523,6.3096,1.0163,-3.0217,0.00081,5.1617,0.39556,-0.57796,-0.00116,5.4411,-1.1988,-1.0221,-0.00545,6.3971,0.80191,0.70192,0.02372,6.8975,0.41411,-1.7433,5e-05
6.507,-0.99446,0.9305,-0.00161,6.5821,-0.25249,-1.307,-0.00057,7.3741,0.85348,2.883,-0.00144,5.4377,0.69194,-0.59478,0.01032,4.884,-1.1285,-1.0972,-0.04567,6.8567,0.5839,-1.9661,0.00025
5.9375,-0.3902,-1.3964,-0.00156,5.183,0.5466,-0.84302,-0.00562,7.2733,-1.0854,2.1497,0.00292,6.4711,-0.88037,-2.6061,-3e-05,4.6039,-1.2179,-1.1174,-0.0764,6.7045,0.38432,-2.0443,0.00111
5.8407,-0.77469,-1.4115,0.00727,4.1633,0.1045,-1.1192,0.03126,6.944,-1.1681,2.958,-5e-05,5.4176,-1.3818,0.77598,0.06606,6.1872,1.2861,0.76272,0.00744,6.446,-0.23937,-2.2575,-0.0005
5.1577,-0.92638,-1.3419,0.06875,6.7001,0.60213,-2.8297,-4e-05,3.834,0.13888,-1.1296,-0.00801,6.6293,-1.0245,2.7607,-0.00018,5.2082,-1.3518,1.5306,0.23735,6.0742,1.3906,0.32858,0.00352
4.192,-0.82048,-1.3819,0.0325,5.9531,0.7261,-2.9581,0.00689,3.9888,0.41957,-1.3752,-0.07558,6.9769,-0.90578,2.8068,-0.00049,4.9558,-1.2816,1.3654,0.21234,6.5717,0.11595,-0.10815,0.01243
4.3795,-0.82898,-1.2832,-0.0231,5.6021,0.34252,-2.9725,0.00151,3.9669,0.27397,-1.6737,0.26263,5.3692,-1.0599,0.7256,-0.00147,6.1786,0.35575,-0.22062,-0.00163,5.9556,1.233,-2.6095,0.0011
4.2865,-1.028,-1.1406,-0.03942,5.5076,0.21472,-3.0192,0.00196,3.5406,0.16833,-1.6903,-0.00236,5.8572,-0.81704,0.74015,-0.00026,6.2984,1.1407,-2.7345,-0.00287,6.9565,1.0496,1.2442,0.00355
4.8232,-1.179,-1.9798,0.04272,5.5663,0.33708,-3.0128,0.00202,3.7367,0.041944,-1.9433,-0.02998,5.5098,-0.81545,1.1507,0.00373,5.6831,0.39847,-0.20611,0.00084,6.5814,1.1712,-2.8115,0.00082
4.9123,-1.1823,-2.8347,-0.30768,5.4895,0.4691,-2.8879,0.00967,3.9471,-0.18894,-2.0139,0.10411,5.2849,0.0031219,-0.19866,0.0005,6.5349,-1.1313,0.07538,0.00396,5.6496,1.3002,-1.8194,0.00042
5.1333,-1.2234,-2.2435,0.02332,5.6075,0.36684,-3.01,0.00278,4.2256,-0.16057,-1.7566,0.06057,5.8698,-0.86808,1.3272,0.0004,5.0546,1.23,-2.2302,-0.01428,7.7176,-0.3481,2.858,0.00347
5.0059,-1.1242,-1.1309,-0.00359,5.7959,0.097546,-2.9941,0.00132,4.1697,-0.090069,-1.4579,-0.01522,6.0876,-0.85519,0.81697,-0.00244,4.6788,1.1861,-2.7958,0.08278,7.4402,-0.73056,2.7985,0.00276
4.7375,-0.92534,-1.0371,-0.02219,5.4981,0.29052,-2.8528,0.00948,4.5553,0.2532,-1.2227,0.02149,6.166,-0.88563,0.81551,-0.0001,5.538,1.4792,2.4946,-0.00683,6.5833,-0.74757,2.9735,-0.00149
4.7934,-0.82968,-1.2866,-0.00157,5.485,0.66582,-2.8111,0.00113,4.3124,0.38977,-0.89281,0.31209,6.0889,-1.1454,1.2648,0.07803,7.2059,-0.88696,-0.21183,0,6.8174,-0.50596,3.1156,-0.00054
4.2231,-0.42042,-1.3946,-0.03188,6.6407,0.94294,3.1283,0.00017,4.8564,0.75979,-0.70223,0.00078,4.8018,-1.4201,1.0593,0.03984,6.4973,-0.71406,-0.61765,0.00146,7.343,-0.33665,-3.0735,0.00173
4.134,-0.30947,-1.5995,-0.01403,4.6071,1.0548,-1.3448,0.40157,4.8046,-1.246,-0.33507,0.00176,6.3673,0.090152,0.066738,0.01808,6.1942,-0.33513,-0.73559,-0.00118,7.7123,-0.67182,-3.0741,-7e-05
4.746,-0.16375,-1.7045,0.01906,5.9635,-0.76382,1.5595,0.00062,4.9571,1.1545,-1.4127,0.1762,5.1356,-0.94125,-0.7119,-0.00079,6.669,0.23396,-0.063902,0.00315,6.8754,-0.72431,-2.9145,-1e-05
5.1725,-0.46057,-1.9815,0.01319,4.5122,0.76674,-1.9987,0.52891,5.5906,-1.1016,-0.67634,0.00036,6.2779,-0.40843,-0.39671,-0.00309,6.6586,0.11694,-2.7047,0.00073,6.5901,-0.83143,2.8719,-0.00154
5.4985,-0.4556,-2.0721,0.01557,4.3287,0.62796,-1.9716,0.69318,5.6598,-1.1849,-0.8534,0.00069,6.0414,0.35533,-0.29174,0.00273,5.71,-0.48957,-0.49312,0.00044,6.1777,-0.72781,2.887,-0.00336
5.2722,-0.13162,-2.2762,-0.0201,4.8226,0.9322,-2.3478,0.15228,4.5289,-1.0122,-1.4373,-0.05849,6.0516,0.55014,-0.34378,0.00618,4.7851,-0.35324,-0.80957,0.0081,6.0641,-0.63783,3.0141,0.00035
5.8431,0.015777,-2.3827,-0.00506,6.0027,-1.2048,1.9483,-0.00347,4.418,1.0354,-2.2822,-0.05337,4.4705,-0.91512,-1.9468,-0.05868,4.4408,-0.44614,-0.94425,0.00067,6.5921,-0.51343,3.0548,-0.00236
6.2442,0.033643,-2.3217,-0.00013,5.0097,-1.1837,1.8506,-0.01433,4.2868,1.0505,-2.1746,-0.00291,4.8465,-0.77015,-1.8051,-0.00281,4.3381,-0.20809,-0.78803,0.01742,6.0882,-0.57496,3.1379,0.00237
6.4407,-0.40178,-2.248,-1e-05,3.1022,0.69488,-2.1608,0.19394,5.8639,-1.1617,-1.4847,-0.00067,4.6424,-0.34651,-0.52451,-0.00485,6.4607,0.10633,-3.0081,0.01197,6.17,-0.78826,2.7067,-0.00278
6.7208,-0.45457,2.0494,7e-05,6.0238,-1.0284,0.74495,0.00573,3.5586,0.30164,-2.1595,-0.06136,5.7773,-0.98566,-1.087,-0.00059,4.8345,-0.12379,-0.50893,-0.00116,6.2549,-1.0645,2.9477,-0.00063
6.4664,1.0598,-0.49541,0.00628,7.1289,-0.46828,1.9569,0.00024,3.8729,-0.15987,-2.4343,0.01444,6.8479,-1.2233,-0.99999,6e-05,5.2175,-0.60925,-0.74197,0.00447,6.6246,1.1101,1.7278,-0.00116
6.3264,0.73983,-0.49978,0.00938,7.3363,-0.36852,2.0007,0.0014,4.4188,0.015419,-2.5154,0.07771,5.5962,-0.19355,-0.88289,-0.00044,5.8123,-0.86808,-0.92752,0.00039,6.2538,1.2638,1.3219,-0.01068
7.0006,-0.34546,2.0828,0.00247,6.7203,-1.0102,1.144,0.00034,4.4078,0.39695,-2.3868,-0.08233,5.3725,-0.076753,-0.5903,0.00278,5.3469,-0.88576,-0.90462,-0.00161,6.6286,0.20721,-3.1357,-0.00199
7.188,-0.48214,2.1078,0.001,6.5046,-1.2048,1.0738,0.00378,4.9819,0.53242,-2.5005,0.00517,4.981,-0.82757,-0.97159,-0.00333,7.0119,0.0304,3.1307,0.00103,6.8948,0.088852,0.18678,0.01434
6.5741,-1.1396,1.1933,0.01899,4.6929,0.47509,-2.5197,-0.05455,4.4783,-0.061257,-0.79182,0.00219,4.3533,-1.0088,-1.0195,-0.0657,6.8531,1.0026,1.5314,-0.00331,7.1614,-0.78875,2.7637,-0.00029
6.9908,1.1294,0.19875,4e-05,7.0635,-0.24509,-2.3437,-0.0001,6.4253,-1.2735,1.1984,0.00318,4.7767,0.66531,-2.5762,0.01519,4.4886,0.35099,-0.74453,0.03302,3.5958,-0.83746,-1.1168,-0.01998
6.4174,0.97803,-0.50533,0.01517,7.0476,-0.47271,-2.3381,-3e-05,4.2355,0.36102,-2.1905,0.10763,5.0491,0.061631,-0.68138,-0.03804,4.282,-1.1611,-1.2815,0.0085,6.6034,-0.71554,2.4715,-0.00049
6.3326,1.0475,-0.91002,-6e-05,6.9254,0.051659,2.4092,-0.00163,4.9259,0.41052,-2.335,0.04189,5.5388,0.10681,-0.77986,-0.01189,4.1457,-1.1173,-1.6431,-0.09003,6.7274,-0.70759,2.3851,-8e-05
6.0428,1.243,-1.554,0.00216,7.2123,-1.0525,0.85096,0.0089,4.9481,0.36833,-2.475,0.05361,5.3863,0.32304,-0.93577,-0.00613,4.717,-0.90923,-1.4629,0.00177,7.1684,-0.99125,2.2166,0.00232
5.2321,1.0421,-1.7751,0.15705,7.3198,-0.90503,0.662,-5e-05,5.3413,0.22043,-2.4052,-0.00695,5.1919,0.27175,-0.9909,-0.01921,5.6302,-0.95095,-1.0921,-0.00156,7.1495,-0.98146,1.7547,0.00231
5.3448,0.95155,-1.8741,0.04196,6.1171,0.25504,-2.3647,0.00093,5.3129,0.41373,-0.94791,-0.00401,5.1466,-0.81201,-1.0927,0.02785,7.0916,-0.31053,3.1178,0.00076,5.7874,-1.0693,1.8083,0.14013
5.0108,0.92413,-1.9273,0.06906,6.0142,0.14775,-2.3068,-0.00016,5.8359,0.62154,-0.84127,0.0092,4.649,-0.67591,-0.94123,-0.02366,7.355,-0.62859,-2.9857,0.0018,5.3444,-1.3136,1.6351,0.23379
4.5732,0.56819,-1.9715,0.33945,5.9242,-0.2171,-2.4214,-0.00504,5.5146,0.49188,-0.91387,-0.00167,5.2085,-0.8389,-0.70252,-0.00126,6.6539,0.59831,0.24471,-0.0024,6.279,-1.1561,1.1995,-0.00234
5.0559,0.51699,-2.0978,0.0118,6.1301,-0.25456,-2.6406,0.01585,5.2317,0.47658,-1.0877,-0.0079,5.2777,-0.82554,-0.82938,0.04591,7.0475,0.74771,2.4541,-0.0137,5.8601,-1.1553,1.1168,-0.00538
5.501,0.82785,-2.1829,-0.00325,5.5132,-0.65132,-1.827,-0.0001,6.2125,-0.078459,-2.5945,0.00157,4.7128,0.81824,-0.92267,0.2607,4.43,-0.66028,-0.81569,0.02459,5.4962,-1.193,1.3548,0.00249
